"Date","CHINA:China News-Based EPU"
2008-08-01,205.628448486328
2008-09-01,298.387023925781
2008-10-01,187.568237304688
2008-11-01,194.237030029297
2008-12-01,232.766387939453
2009-01-01,223.546875
2009-02-01,170.978134155273
2009-03-01,184.495758056641
2009-04-01,152.913330078125
2009-05-01,91.1647033691406
2009-06-01,131.52880859375
2009-07-01,103.931915283203
2009-08-01,92.4310913085938
2009-09-01,160.951644897461
2009-10-01,75.7962646484375
2009-11-01,68.8902740478516
2009-12-01,74.8582305908203
2010-01-01,95.7820816040039
2010-02-01,103.444374084473
2010-03-01,90.3956985473633
2010-04-01,46.7454299926758
2010-05-01,156.548614501953
2010-06-01,130.01350402832
2010-07-01,70.815673828125
2010-08-01,104.102989196777
2010-09-01,121.597427368164
2010-10-01,74.1159591674805
2010-11-01,82.4230651855469
2010-12-01,110.673240661621
2011-01-01,172.680404663086
2011-02-01,46.0825805664062
2011-03-01,131.24836730957
2011-04-01,153.011138916016
2011-05-01,26.1440849304199
2011-06-01,39.5900115966797
2011-07-01,207.397186279297
2011-08-01,186.731475830078
2011-09-01,158.055633544922
2011-10-01,238.709609985352
2011-11-01,363.523101806641
2011-12-01,324.462646484375
2012-01-01,298.70263671875
2012-02-01,236.08952331543
2012-03-01,242.727996826172
2012-04-01,155.82893371582
2012-05-01,216.251953125
2012-06-01,304.552734375
2012-07-01,301.522918701172
2012-08-01,215.317520141602
2012-09-01,161.978988647461
2012-10-01,300.702087402344
2012-11-01,306.335845947266
2012-12-01,192.768402099609
2013-01-01,208.55451965332
2013-02-01,162.25602722168
2013-03-01,83.7690734863281
2013-04-01,147.953170776367
2013-05-01,82.958869934082
2013-06-01,40.4032135009766
2013-07-01,115.467475891113
2013-08-01,139.759536743164
2013-09-01,69.7908020019531
2013-10-01,97.5977630615234
2013-11-01,81.0254135131836
2013-12-01,137.232452392578
2014-01-01,103.444374084473
2014-02-01,66.5295486450195
2014-03-01,134.942611694336
2014-04-01,84.2682571411133
2014-05-01,80.7627716064453
2014-06-01,102.231651306152
2014-07-01,127.480285644531
2014-08-01,151.001907348633
2014-09-01,185.761901855469
2014-10-01,240.495315551758
2014-11-01,112.738983154297
2014-12-01,93.9609603881836
2015-01-01,232.215103149414
2015-02-01,117.683670043945
2015-03-01,82.0932922363281
2015-04-01,105.318351745605
2015-05-01,127.552810668945
2015-06-01,123.343139648438
2015-07-01,268.709197998047
2015-08-01,224.05859375
2015-09-01,393.234100341797
2015-10-01,244.867950439453
2015-11-01,104.749076843262
2015-12-01,151.614486694336
2016-01-01,261.942077636719
2016-02-01,269.019195556641
2016-03-01,323.155853271484
2016-04-01,286.177337646484
2016-05-01,260.257476806641
2016-06-01,357.208801269531
2016-07-01,558.22216796875
2016-08-01,288.780212402344
2016-09-01,388.749603271484
2016-10-01,261.898895263672
2016-11-01,475.670928955078
2016-12-01,646.911010742188
2017-01-01,694.849426269531
2017-02-01,464.522827148438
2017-03-01,535.813232421875
2017-04-01,291.894897460938
