"Date","大企業-全産業-当期","大企業-全産業-翌期","大企業-全産業-翌々期","大企業-製造業-当期","大企業-製造業-翌期","大企業-製造業-翌々期","大企業-非製造業-当期","大企業-非製造業-翌期","大企業-非製造業-翌々期","中堅企業-全産業-当期","中堅企業-全産業-翌期","中堅企業-全産業-翌々期","中堅企業-製造業-当期","中堅企業-製造業-翌期","中堅企業-製造業-翌々期","中堅企業-非製造業-当期","中堅企業-非製造業-翌期","中堅企業-非製造業-翌々期","中小企業-全産業-当期","中小企業-全産業-翌期","中小企業-全産業-翌々期","中小企業-製造業-当期","中小企業-製造業-翌期","中小企業-製造業-翌々期","中小企業-非製造業-当期","中小企業-非製造業-翌期","中小企業-非製造業-翌々期"
2010-09-01,1.8,-0.8,1,4.1,-2.4,2.1,0.3,0.3,0.3,0.1,-1.1,-1.2,-0.8,0,1.1,0.4,-1.5,-2,-16.7,-15.5,-12.5,-12.3,-14.1,-13.4,-17.6,-15.8,-12.3
2010-12-01,-1,-0.5,1.6,0,-0.1,1.7,-1.7,-0.7,1.5,-1.5,-2.2,0.4,-4.1,-2.3,0.3,-0.7,-2.1,0.4,-14,-16.4,-10.9,-6.2,-16.9,-7.8,-15.6,-16.3,-11.6
2011-03-01,0.8,0.6,0.7,3.3,0,1.1,-0.9,1.1,0.4,-2.9,0.3,1.1,-3.8,-2,0.9,-2.6,1.1,1.2,-17.8,-11.9,-9.1,-16.2,-8.8,-9.5,-18.1,-12.5,-9.1
2011-06-01,-4.4,-1.7,1.5,-7.5,-2.2,1.3,-2.3,-1.3,1.6,-9.9,-7.6,-1.9,-10.3,-8.6,0.8,-9.8,-7.3,-2.8,-21.3,-18,-10.4,-21.8,-22.6,-11.6,-21.2,-17,-10.1
2011-09-01,-0.8,-0.5,0.8,-0.4,-0.2,2.8,-1,-0.7,-0.6,-2.3,-0.2,-0.1,-3.7,0.9,2.1,-1.8,-0.5,-0.8,-14.9,-12.4,-10.5,-17.5,-12.5,-10.5,-14.3,-12.3,-10.5
2011-12-01,-2.6,-0.8,1.7,-4.9,-0.9,1.6,-1.1,-0.7,1.8,-3.3,-2.7,0.7,-5.4,-1.5,0.4,-2.6,-3,0.8,-15.4,-16.1,-9.4,-16.5,-18.9,-9.9,-15.1,-15.5,-9.3
2012-03-01,-1,0.7,0.8,-1.6,-0.7,0.7,-0.5,1.7,0.9,-4.1,-1.6,1.6,-4.2,-5.8,1.6,-4.1,-0.2,1.5,-13.3,-9.8,-9.1,-10.9,-11.9,-9.2,-13.8,-9.4,-9.1
2012-06-01,0.6,0.7,1.4,-1.1,-0.3,0.4,1.8,1.5,2,3.7,1.6,3.2,-0.8,-2.9,0.9,5.2,3,3.9,-9.3,-9.9,-7,-12.4,-11.1,-4.9,-8.7,-9.7,-7.5
2012-09-01,1.1,-0.3,2.1,-1.2,-2.7,2.3,2.7,1.4,1.9,0.4,-0.1,1.7,-1.6,-1.5,2,1,0.4,1.6,-11.7,-9.2,-8.3,-9.7,-9,-6.8,-12.2,-9.2,-8.6
2012-12-01,-2.2,0.7,1.5,-6,0.8,1.2,0.5,0.7,1.7,-1.3,-0.8,1.9,-6.1,-5,-0.7,0.3,0.6,2.8,-11.2,-11.3,-7.9,-14.7,-13.8,-5.6,-10.5,-10.8,-8.3
2013-03-01,0.1,2.1,1.8,-1.9,0.3,1.4,1.5,3.4,2.1,-0.3,2.6,2.3,-6.1,0.1,1,1.6,3.4,2.8,-11.1,-5.1,-3.8,-17.2,-7.1,-4.5,-9.9,-4.7,-3.7
2013-06-01,3.2,1.9,1.3,0.9,0.4,1.3,4.7,2.8,1.4,3.9,1.1,2.5,1.3,-0.6,3.9,4.7,1.6,2.1,-5.4,-4.7,-3.3,-7.3,-7.9,-3.1,-5,-4.1,-3.3
2013-09-01,2.8,1.9,2.9,0.7,1.1,3.1,4.2,2.5,2.8,1.5,2.4,1,2.7,2.3,1.1,1.1,2.4,1,-8.1,-6.1,-5.8,-11.6,-7.6,-5,-7.3,-5.8,-6
2013-12-01,1.5,2.4,2.5,0.2,1.5,2.6,2.3,3,2.4,2.1,2.4,0.4,4.3,2.1,1.4,1.4,2.5,0.1,-4.2,-4.5,-5.8,-5.9,-8.2,-6.7,-3.9,-3.8,-5.6
2014-03-01,2.2,1.1,1.2,2.5,0.9,1.1,2,1.3,1.3,1.6,-0.8,0.3,-0.1,-3.9,0.3,2.2,0.2,0.3,-4.3,-7,-5.2,-7.3,-11.1,-6.1,-3.7,-6.2,-5
2014-06-01,1.5,2.3,2.2,-0.1,1,1.3,2.5,3.2,2.7,0.6,1.8,3.1,-3.3,0.6,4,1.9,2.2,2.8,-6.6,-5.2,-1.9,-6.9,-6.3,-1.7,-6.6,-5,-1.9
2014-09-01,2.4,1.6,2.3,1.4,1,1.9,3.1,1.9,2.5,-0.2,0.8,1.1,-2.9,0.5,2.1,0.7,0.9,0.8,-5.7,-3.3,-2.5,-11.3,-5.1,-4.2,-4.5,-3,-2.2
2014-12-01,0.1,1.3,2.5,-1.3,1.6,2.4,1.1,1.1,2.5,-1.7,0.1,1.6,-2.6,-0.2,1,-1.4,0.2,1.7,-5.6,-7.5,-5.5,-6.3,-12.1,-6.3,-5.5,-6.6,-5.4
2015-03-01,0.7,2,2.2,0.7,0.7,1.8,0.8,2.8,2.4,-0.5,-0.3,1.2,-4.3,-0.7,-0.2,0.8,-0.2,1.7,-8.1,-4.2,-3.6,-12.3,-5.2,-4.1,-7.2,-4,-3.5
2015-06-01,3.3,1.9,2.6,0.9,0.1,2.3,4.8,3.1,2.8,3.2,1.1,3.6,-3.1,0.1,5.6,5.3,1.5,2.9,-4.3,-4.6,-0.8,-5.1,-6.3,-2.7,-4.2,-4.2,-0.4
2015-09-01,1.8,0.5,2.1,0.6,-0.1,3.1,2.5,0.9,1.4,0.3,1.2,2.3,-2.7,-0.3,2.5,1.3,1.7,2.3,-5.7,-3.5,-3.7,-6.9,-2.9,-1.5,-5.5,-3.7,-4.1
2015-12-01,0.5,2.3,2.6,0,2.9,2.1,0.9,1.9,2.9,0.8,-0.1,2.9,-1.9,0.1,0.2,1.7,-0.1,3.8,-5.2,-4.9,-4.7,-5.6,-2.4,-4.3,-5.2,-5.4,-4.8
2016-03-01,1.2,1.4,1.4,1.5,0.4,1.1,0.9,2,1.5,0.2,1.8,1.1,-3.9,-2.6,0.6,1.6,3.3,1.3,-7,-5.5,-4.6,-11.1,-5.1,-6.5,-6.2,-5.6,-4.2
2016-06-01,2.8,1.4,1.2,0.2,0.3,1.3,4.4,2.1,1.1,3.7,2,4.4,2.4,-0.3,6.2,4.2,2.8,3.8,-5.2,-7.5,-4.6,-6.7,-8.7,-1.7,-4.9,-7.3,-5.2
2016-09-01,0.7,0.5,1.5,-1,-1.5,1.6,1.8,1.7,1.4,1.5,0.1,2.2,-2,0.8,1.3,2.7,-0.2,2.5,-7,-4.4,-5,-15.5,-5.9,-4.9,-5.4,-4.1,-5
2016-12-01,0.5,0.8,1.3,-1.8,0.2,0.6,1.9,1.2,1.8,0.2,1.4,1.8,2.2,2.2,1.3,-0.5,1.2,2,-3.6,-4.2,-4.3,-6.8,-9,-5.3,-3,-3.2,-4.1
2017-03-01,1.6,1.3,0.6,1.4,-0.4,0.1,1.8,2.4,0.9,2.7,2.2,2.2,2.9,-0.2,0.1,2.7,3,3,-5,-4.8,-4.5,-10.4,-7.5,-6.1,-3.9,-4.2,-4.2
