"Date","大企業-全産業-当期","大企業-全産業-翌期","大企業-全産業-翌々期","大企業-製造業-当期","大企業-製造業-翌期","大企業-製造業-翌々期","大企業-非製造業-当期","大企業-非製造業-翌期","大企業-非製造業-翌々期","中堅企業-全産業-当期","中堅企業-全産業-翌期","中堅企業-全産業-翌々期","中堅企業-製造業-当期","中堅企業-製造業-翌期","中堅企業-製造業-翌々期","中堅企業-非製造業-当期","中堅企業-非製造業-翌期","中堅企業-非製造業-翌々期","中小企業-全産業-当期","中小企業-全産業-翌期","中小企業-全産業-翌々期","中小企業-製造業-当期","中小企業-製造業-翌期","中小企業-製造業-翌々期","中小企業-非製造業-当期","中小企業-非製造業-翌期","中小企業-非製造業-翌々期"
2007-09-01,7.5,11.4,12.5,7,14.6,12.9,7.9,9.2,12.2,1.8,8.5,6.7,5.5,12,3.9,0.6,7.4,7.6,-23.2,-9.9,-11.4,-29.5,-10.7,-9.6,-21.9,-9.7,-11.8
2007-12-01,5.3,7.3,1.1,8.2,6.6,0.5,3.4,7.8,1.5,0.6,-0.8,0.4,4.8,-5.2,3.1,-0.8,0.7,-0.5,-19.3,-18.6,-12.5,-17.5,-23.6,-7.7,-19.6,-17.6,-13.5
2008-03-01,-3.8,-2.5,9.7,-9.2,-1.7,10.4,-0.2,-3.1,9.2,-8.9,-3.4,6.6,-18.7,-0.3,7.1,-5.7,-4.4,6.5,-29,-19.6,-12.1,-32.4,-17.2,-9.4,-28.3,-20.1,-12.7
2008-06-01,-13.5,7,8.6,-13.3,8,12.2,-13.6,6.4,6.1,-17.3,-0.6,4.3,-15.4,-2.3,9.1,-17.9,0,2.8,-32.5,-24.2,-16.8,-36.4,-26.9,-15.6,-31.7,-23.7,-17.1
2008-09-01,-4.8,0.3,5.2,-6.8,1.6,4.5,-3.5,-0.5,5.7,-12.6,-4.2,-2.5,-12.5,-5.7,-6,-12.7,-3.7,-1.4,-33.1,-23.5,-21.2,-33.8,-30.1,-22.3,-33,-22.1,-20.9
2008-12-01,-24.1,-12.9,-8.3,-33.5,-18.6,-8.4,-17.8,-9.1,-8.2,-24.4,-24.2,-12.9,-35.2,-33.7,-11.8,-20.9,-21.2,-13.2,-37.5,-35.4,-21.9,-45,-40.1,-23.3,-36,-34.5,-21.6
2009-03-01,-40.8,-19.6,-2.1,-57.9,-20.5,0.3,-29.2,-19,-3.7,-41.6,-27.8,-9.9,-60.3,-25.8,-4.6,-35.6,-28.5,-11.7,-50.7,-35.5,-22.6,-68.7,-41.7,-23.5,-47,-34.2,-22.4
2009-06-01,-18.2,2.5,11.3,-10.6,9.9,19.3,-23.1,-2.4,5.9,-30.6,-8.8,2.1,-20.7,-4.5,6.6,-33.8,-10.2,0.6,-47,-30.9,-15.7,-51.7,-31.1,-12.1,-46.1,-30.8,-16.4
2009-09-01,2.9,9,7.7,16,18.4,11.5,-5.7,2.7,5.3,-11.6,-0.9,1,4.2,8,-1.1,-16.7,-3.9,1.7,-37.3,-22.8,-14,-37.6,-18.5,-11.6,-37.2,-23.7,-14.5
2009-12-01,2.6,1.3,0.3,15.3,5.5,3.8,-5.9,-1.5,-2.1,-9.1,-10.5,-3,3.8,-13.7,-0.5,-13.3,-9.4,-3.8,-30.6,-24.6,-15.9,-31,-27.9,-11.7,-30.5,-23.9,-16.8
2010-03-01,0.5,0,10.4,6.4,2.7,12.4,-3.5,-1.8,9,-10.7,-6.1,2.1,-8,-3.9,5.8,-11.6,-6.8,0.9,-29.6,-15.8,-10.4,-28.3,-12.5,-4,-29.9,-16.5,-11.7
2010-06-01,2.9,11,12.4,4.7,13.9,17,2,9.5,10,-6.9,5.6,6,-3.4,8.6,11.6,-7.9,4.6,4.3,-27.8,-16.2,-9,-18.1,-16.8,-6.5,-29.8,-16.1,-9.5
2010-09-01,6.6,5.1,5.3,9.4,5.6,3.9,5.1,4.9,6.1,1.9,0.1,-0.2,0,4.9,-5.3,2.5,-1.3,1.4,-21.1,-11.9,-12.7,-12,-10.2,-8.8,-23,-12.3,-13.5
2010-12-01,-2.3,0.7,0.5,-4.5,2.8,2.1,-1.1,-0.4,-0.3,-5.5,-2.3,-1.1,-7,-8.5,1.2,-5.1,-0.4,-1.8,-15.7,-18.7,-13.1,-10.6,-22.8,-11.4,-16.8,-17.9,-13.5
2011-03-01,-1.4,2.9,8.5,-4.8,5.6,9.2,0.3,1.4,8.1,-2.5,-1.7,6.9,-13.7,0.4,9.5,0.9,-2.4,6.2,-22.7,-14.6,-9.1,-27.4,-8.3,-7.1,-21.7,-15.9,-9.5
2011-06-01,-20.2,4.3,12.4,-23.5,7.1,18,-18.5,2.8,9.4,-27.4,-5.7,7.5,-24.3,-3.3,13.3,-28.4,-6.4,5.7,-38.3,-20.7,-8,-38.2,-20.8,-3.5,-38.4,-20.6,-8.9
2011-09-01,5.1,10.7,7.3,8.1,17.5,8.9,3.5,7,6.4,-0.7,7.4,2,-4.3,16.7,4.3,0.4,4.6,1.3,-20.3,-11.8,-10.2,-13.9,-10,-12.6,-21.5,-12.2,-9.7
2011-12-01,-0.2,4.2,2,-1.5,4,1,0.5,4.3,2.5,-3.1,-3.1,0.2,-0.9,-6,2,-3.7,-2.2,-0.3,-18.7,-18.7,-11,-20.5,-22.5,-9.4,-18.4,-17.9,-11.3
2012-03-01,-1.9,3.7,9.4,-7.1,4.9,9.1,0.9,3,9.6,-6.9,0,6.8,-14,1.1,8.8,-4.8,-0.3,6.1,-19.2,-11.3,-6.1,-20.5,-10.8,-4.3,-19,-11.5,-6.4
2012-06-01,-4.5,9.2,10.4,-7.8,11.8,15,-2.7,7.9,7.9,-6,7.8,10.6,-13.1,5.6,16.5,-3.9,8.5,8.8,-17.9,-11.5,-5.1,-21.1,-11.2,1.2,-17.3,-11.5,-6.3
2012-09-01,2.6,8.8,7.2,2.3,13.1,7,2.7,6.5,7.3,-0.4,5.7,4,-4.1,8.8,3.9,0.7,4.7,4,-17.1,-7.8,-9.1,-15.6,-3,-6.5,-17.4,-8.7,-9.6
2012-12-01,-3.4,4,0.9,-6.1,7.4,0.1,-1.9,2.3,1.3,-7.3,-2.4,-1.6,-8.9,-2,-3.8,-6.8,-2.5,-1,-15.7,-16.3,-8.4,-19.9,-24.2,-7.2,-14.8,-14.7,-8.6
2013-03-01,1.6,3.7,8.9,-1.9,3.7,9.7,3.5,3.8,8.4,-7.7,-0.3,7.4,-20.1,-2.7,9.9,-3.9,0.5,6.6,-18.8,-4.7,-1.6,-28.3,-3.7,2.1,-16.9,-4.9,-2.3
2013-06-01,3.8,12.4,12.2,2.4,15.6,17.2,4.5,10.7,9.5,-1.9,10.2,11.6,-1.5,9.3,13.3,-2,10.5,11.1,-10.4,-0.9,0.4,-13.3,-1.2,5.5,-9.9,-0.8,-0.7
2013-09-01,7.5,10.9,9.6,9.5,14.9,10.5,6.4,8.8,9.1,5.9,9.4,6.3,8.2,6.5,4.7,5.1,10.3,6.8,-9.4,-2.1,-5.4,-12.7,-1.3,-7.6,-8.8,-2.3,-5
2013-12-01,7.5,9.7,-2.5,10.6,10.4,-3,5.9,9.3,-2.2,6,8.2,-5.4,8.8,7.1,-4.2,5.2,8.5,-5.7,-0.8,-1.3,-11.6,-3.9,-3.1,-10.4,-0.1,-1,-11.8
2014-03-01,9.3,-7.4,8.6,10,-9.4,7.4,9,-6.3,9.2,6.8,-15.1,4.5,5.6,-15.7,5.6,7.2,-14.9,4.1,-0.9,-17.8,-6.2,1.8,-21.8,-4.7,-1.4,-16.9,-6.5
2014-06-01,-13.7,11.8,10.6,-15.3,14.8,15.5,-12.9,10.3,8,-18.9,7.3,12.6,-15.6,9.1,16.6,-19.9,6.7,11.4,-20.8,-5.3,0.5,-24,-6.2,3.6,-20.2,-5.2,-0.1
2014-09-01,7.3,10.3,8.6,8.3,15.6,10.3,6.8,7.5,7.7,1.7,8.6,7.1,0.3,7.5,7.2,2.1,9,7.1,-13,-3.2,-4.2,-15,-0.7,-5.7,-12.6,-3.7,-3.9
2014-12-01,3.8,5.9,1.6,5.3,8.6,-0.4,3,4.5,2.6,2.4,-0.6,-0.9,2.5,-3.3,2.9,2.3,0.2,-2,-9.4,-10.4,-7.7,-8.5,-17.3,-7.8,-9.6,-9,-7.6
2015-03-01,0.4,1.1,8.9,0,-0.1,8.7,0.6,1.7,9.1,-3.4,-1.8,5.3,-9.2,-2.1,4.1,-1.6,-1.7,5.7,-15.7,-5.4,-3.7,-20,-1.2,-1.8,-14.9,-6.2,-4.1
2015-06-01,-4.4,10.1,10,-9.7,12.1,15.1,-1.6,9.1,7.3,-6,7.6,11,-9.8,11.4,16.6,-4.8,6.4,9.3,-15,-5.3,0.3,-17,-4.9,2.3,-14.5,-5.4,0
2015-09-01,5.8,10.1,7.4,6.4,15.6,8.8,5.5,7.2,6.7,4.7,8.3,7.1,0.7,7.8,2.7,6,8.4,8.5,-9.1,-2.1,-3.1,-12.5,0.1,-3.9,-8.4,-2.5,-2.9
2015-12-01,4.5,5.2,0.9,6.1,5.7,-2,3.6,4.8,2.4,5.3,3.7,-1.5,7,-0.1,2.3,4.8,4.8,-2.7,-6,-8.1,-4.5,-4.3,-7.9,0,-6.4,-8.2,-5.4
2016-03-01,-3.3,-1.4,6.3,-7.6,-2.8,7.9,-1,-0.6,5.5,-2,-4.2,7.2,-9.4,-0.9,10.5,0.4,-5.2,6.2,-14.4,-7.7,-5,-18.9,-7.9,-6.5,-13.5,-7.6,-4.7
2016-06-01,-7.8,5.2,8.4,-11.8,7.7,13,-5.8,3.9,6,-10.6,6.3,8.1,-11.2,9.3,12.1,-10.4,5.4,6.9,-15.3,-9.8,-2.3,-15.9,-12.1,-2.9,-15.2,-9.4,-2.1
2016-09-01,0.2,7,6,3.1,11,5.6,-1.3,5,6.2,2.7,7.1,5.5,5.5,10.9,1.6,1.9,5.9,6.7,-14.2,-3.6,-5.7,-15.7,-5.1,-4.4,-13.9,-3.4,-6
2016-12-01,3.1,4.2,-0.9,6.6,5.8,-1.4,1.2,3.4,-0.6,3.7,2.2,0,11.4,-2.7,1.3,1.3,3.7,-0.5,-5.4,-9.4,-7.8,-8.2,-11.2,-4.2,-4.8,-9,-8.5
2017-03-01,1.2,-0.6,4.8,-0.3,-2.2,5.8,2,0.2,4.4,0.5,-3.7,6,-1.4,-4.2,7.5,1,-3.5,5.5,-12.3,-5.9,-4.9,-10.7,-3.8,-3.8,-12.6,-6.3,-5.2
2017-06-01,-3.6,5.2,8,-4,7.2,11.5,-3.4,4.3,6.3,-3,8.6,8.9,-6.9,12,12.7,-1.8,7.5,7.8,-11.4,-5.3,1.7,-8.4,1.3,4.6,-11.9,-6.6,1.1
