time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1986-02-10T18:33:47.220Z,39.537,143.274,36,5.9,mw,,,,1.3,us,usp0002qwf,2016-11-09T21:50:51.971Z,"off the east coast of Honshu, Japan",earthquake,,4.3,,,reviewed,us,hrv
1986-02-04T08:04:05.000Z,47.584,152.646,141.2,5,mb,,,,0.8,us,usp0002qq8,2014-11-07T00:37:52.964Z,"Kuril Islands",earthquake,,,,51,reviewed,us,us
1986-02-03T20:47:35.340Z,27.791,139.552,508,6.5,mw,,,,1.2,us,usp0002qpu,2016-11-10T00:25:13.427Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,nc
1986-01-31T17:48:04.490Z,42.228,142.996,68.7,5,mw,,,,1,us,usp0002qm1,2016-11-09T21:47:03.228Z,"Hokkaido, Japan region",earthquake,,3,,,reviewed,us,hrv
1986-01-30T18:28:09.600Z,28.153,140.537,25.7,5.1,mb,,,,1.3,us,usp0002qk3,2014-11-07T00:37:49.517Z,"Bonin Islands, Japan region",earthquake,,10.2,,3,reviewed,us,us
1986-01-29T19:18:10.120Z,28.113,140.476,33,5,mb,,,,1.2,us,usp0002qje,2014-11-07T00:37:49.263Z,"Bonin Islands, Japan region",earthquake,,,,4,reviewed,us,us
1986-01-29T12:35:06.850Z,27.982,141.673,33,5.1,mb,,,,1.1,us,usp0002qj3,2014-11-07T00:37:49.217Z,"Bonin Islands, Japan region",earthquake,,,,3,reviewed,us,us
1986-01-25T19:42:27.770Z,28.162,140.656,32.9,5.3,mb,,,,1.5,us,usp0002qe5,2014-11-07T00:37:48.722Z,"Bonin Islands, Japan region",earthquake,,11.9,,1,reviewed,us,us
1986-01-25T04:59:37.030Z,28.049,140.67,31.7,5,mb,,,,0.9,us,usp0002qdj,2014-11-07T00:37:48.660Z,"Bonin Islands, Japan region",earthquake,,9.9,,1,reviewed,us,us
1986-01-19T06:35:51.000Z,26.888,142.917,33,5.3,mb,,,,1.1,us,usp0002q7b,2014-11-07T00:37:48.051Z,"Bonin Islands, Japan region",earthquake,,,,37,reviewed,us,us
1986-01-17T12:07:30.730Z,28.041,140.89,33,5.2,mb,,,,1,us,usp0002q5f,2014-11-07T00:37:47.852Z,"Bonin Islands, Japan region",earthquake,,,,9,reviewed,us,us
1986-01-16T14:28:16.170Z,28.076,140.884,33,5.3,mb,,,,1.1,us,usp0002q45,2014-11-07T00:37:47.709Z,"Bonin Islands, Japan region",earthquake,,,,5,reviewed,us,us
1986-01-16T13:04:31.350Z,24.771,122.013,12.6,6,mw,,,,1.2,us,usp0002q43,2017-04-26T17:39:36.056Z,"Taiwan region",earthquake,,3.8,,,reviewed,us,hrv
1986-01-16T12:50:03.380Z,27.987,140.896,33,5.1,mb,,,,0.9,us,usp0002q42,2014-11-07T00:37:47.672Z,"Bonin Islands, Japan region",earthquake,,,,4,reviewed,us,us
1986-01-16T11:11:59.860Z,28.093,140.782,33,5.1,mb,,,,1,us,usp0002q3x,2014-11-07T00:37:47.641Z,"Bonin Islands, Japan region",earthquake,,,,15,reviewed,us,us
1986-01-16T08:34:43.710Z,29.802,138.662,435.8,5.5,mw,,,,0.9,us,usp0002q3r,2016-11-09T21:40:58.003Z,"Izu Islands, Japan region",earthquake,,3.8,,,reviewed,us,hrv
1986-01-14T19:05:06.410Z,24.823,122.976,33,5.1,mb,,,,0.9,us,usp0002q28,2014-11-07T00:37:47.353Z,"Taiwan region",earthquake,,,,14,reviewed,us,us
1986-01-14T18:56:30.680Z,24.783,122.955,35.9,5.1,mb,,,,1,us,usp0002q27,2014-11-07T00:37:47.350Z,"Taiwan region",earthquake,,9.3,,13,reviewed,us,us
1986-01-14T11:57:48.830Z,24.825,123.025,33,5.1,mb,,,,0.9,us,usp0002q1w,2014-11-07T00:37:47.326Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,7,reviewed,us,us
1986-01-13T11:57:18.880Z,23.475,123.894,23.1,5.2,ms,,,,1.3,us,usp0002q0x,2014-11-07T00:37:47.164Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,1,reviewed,us,us
1986-01-13T08:42:23.930Z,24.778,122.956,10,5,mb,,,,1.2,us,usp0002q0t,2014-11-07T00:37:47.153Z,"Taiwan region",earthquake,,,,10,reviewed,us,us
1986-01-11T10:04:17.090Z,28.111,140.686,33,5.3,mb,,,,1.2,us,usp0002pyw,2014-11-07T00:37:46.904Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1986-01-10T06:02:57.520Z,27.808,140.831,33.9,5.1,mb,,,,0.9,us,usp0002pxj,2014-11-07T00:37:46.279Z,"Bonin Islands, Japan region",earthquake,,7.8,,19,reviewed,us,us
1986-01-05T09:21:30.450Z,42.989,146.214,38.5,5.1,mb,,,,1,us,usp0002psp,2014-11-07T00:37:45.080Z,"off the coast of Hokkaido, Japan",earthquake,,8,,27,reviewed,us,us
1985-12-29T07:23:33.740Z,28.085,140.48,33,5,mb,,,,1.3,us,usp0002pj8,2014-11-07T00:37:41.290Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-12-28T06:56:05.160Z,30.346,139.845,33,5,mb,,,,1.1,us,usp0002pgw,2014-11-07T00:37:41.078Z,"Izu Islands, Japan region",earthquake,,,,5,reviewed,us,us
1985-12-24T15:22:24.730Z,28.136,140.929,33,5.3,mb,,,,0.8,us,usp0002pc3,2014-11-07T00:37:39.968Z,"Bonin Islands, Japan region",earthquake,,,,4,reviewed,us,us
1985-12-23T00:01:21.840Z,46.648,152.626,33,5.2,mb,,,,0.8,us,usp0002p92,2014-11-07T00:37:39.546Z,"Kuril Islands",earthquake,,,,40,reviewed,us,us
1985-12-21T21:39:18.560Z,42.77,147.209,34.8,5,mb,,,,1.2,us,usp0002p6x,2014-11-07T00:37:39.260Z,"off the coast of Hokkaido, Japan",earthquake,,12.9,,7,reviewed,us,us
1985-12-21T10:10:43.090Z,24.596,125.745,57,5.3,mb,,,,1.2,us,usp0002p5c,2014-11-07T00:37:39.106Z,"southwestern Ryukyu Islands, Japan",earthquake,,6.8,,16,reviewed,us,us
1985-12-18T17:45:23.710Z,28.148,140.657,33,5,mb,,,,1.4,us,usp0002p24,2014-11-07T00:37:38.597Z,"Bonin Islands, Japan region",earthquake,,,,2,reviewed,us,us
1985-12-18T16:53:53.000Z,32.082,132.083,50.3,5,ms,,,,1.2,us,usp0002p20,2014-11-07T00:37:38.495Z,"Shikoku, Japan",earthquake,,5.8,,2,reviewed,us,us
1985-12-18T00:47:28.880Z,28.095,140.57,33,5.1,mb,,,,1.5,us,usp0002p0y,2014-11-07T00:37:38.211Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-12-14T14:38:28.040Z,28.086,140.559,33,5.1,mb,,,,1.3,us,usp0002nve,2014-11-07T00:37:37.623Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-12-10T11:20:53.230Z,44.155,146.881,117,5.2,mw,,,,1,us,usp0002nr9,2016-11-10T00:10:23.442Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1985-12-06T20:39:25.030Z,43.071,141.05,161.9,5.2,mw,,,,0.8,us,usp0002nmb,2016-11-10T00:08:15.809Z,"Hokkaido, Japan region",earthquake,,2.2,,,reviewed,us,hrv
1985-12-06T12:33:21.940Z,49.584,157.304,41.6,5,mb,,,,1.2,us,usp0002nkx,2014-11-07T00:37:36.158Z,"east of the Kuril Islands",earthquake,,,,44,reviewed,us,us
1985-12-03T00:12:13.980Z,26.939,140.494,427.6,5.8,mw,,,,1.1,us,usp0002nge,2016-11-10T00:06:54.572Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,hrv
1985-12-02T07:14:36.960Z,41.158,139.806,21.9,5.5,mw,,,,1,us,usp0002nft,2016-11-10T00:06:36.851Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,hrv
1985-12-02T01:03:33.050Z,27.983,129.506,34.7,5.1,mb,,,,1,us,usp0002nfm,2014-11-07T00:37:34.275Z,"Ryukyu Islands, Japan",earthquake,,5,,22,reviewed,us,us
1985-11-29T12:05:06.130Z,28.117,140.652,33,5.2,mb,,,,0.9,us,usp0002nca,2014-11-07T00:37:31.485Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-11-27T06:34:05.290Z,28.161,140.613,33,5.1,mb,,,,0.9,us,usp0002n95,2014-11-07T00:37:30.868Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-11-26T18:30:13.700Z,24.209,125.233,42.8,5,mb,,,,1.1,us,usp0002n8g,2014-11-07T00:37:30.798Z,"southwestern Ryukyu Islands, Japan",earthquake,,9.7,,8,reviewed,us,us
1985-11-26T16:18:14.040Z,46.492,149.866,103,5,mb,,,,0.8,us,usp0002n8b,2014-11-07T00:37:30.778Z,"Kuril Islands",earthquake,,20.1,,7,reviewed,us,us
1985-11-26T13:23:57.780Z,24.14,125.148,35.2,5,mb,,,,1.3,us,usp0002n88,2014-11-07T00:37:30.756Z,"southwestern Ryukyu Islands, Japan",earthquake,,8.6,,10,reviewed,us,us
1985-11-26T10:05:03.500Z,24.139,125.177,20.6,5.7,mw,,,,1.1,us,usp0002n85,2016-11-10T00:03:42.149Z,"southwestern Ryukyu Islands, Japan",earthquake,,3.9,,,reviewed,us,hrv
1985-11-26T08:56:30.440Z,24.114,125.176,29.9,5.2,mb,,,,1.3,us,usp0002n80,2014-11-07T00:37:30.692Z,"southwestern Ryukyu Islands, Japan",earthquake,,6.7,,18,reviewed,us,us
1985-11-26T00:27:04.220Z,22.57,121.947,26.9,5,mb,,,,1,us,usp0002n7r,2014-11-07T00:37:30.656Z,"Taiwan region",earthquake,,5.3,,12,reviewed,us,us
1985-11-24T06:26:46.740Z,34.397,141.599,36.7,5,mb,,,,1.1,us,usp0002n57,2014-11-07T00:37:30.337Z,"off the east coast of Honshu, Japan",earthquake,,9.9,,9,reviewed,us,us
1985-11-23T13:31:46.430Z,28.092,140.63,33,5,mb,,,,1,us,usp0002n47,2014-11-07T00:37:30.204Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-11-21T13:26:07.920Z,28.006,140.849,33,5.2,mb,,,,0.7,us,usp0002n0u,2014-11-07T00:37:29.705Z,"Bonin Islands, Japan region",earthquake,,,,4,reviewed,us,us
1985-11-20T05:14:26.890Z,43.744,148.569,35,5.1,mw,,,,0.9,us,usp0002myz,2016-11-10T00:00:26.346Z,"east of the Kuril Islands",earthquake,,,,,reviewed,us,hrv
1985-11-19T14:03:34.670Z,28.666,128.875,134.7,5.2,mw,,,,1,us,usp0002mya,2016-11-09T23:59:59.076Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,hrv
1985-11-16T01:34:07.160Z,28.105,140.696,33,5.2,mb,,,,0.9,us,usp0002mu2,2014-11-07T00:37:28.804Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-11-15T14:38:48.690Z,27.996,140.761,33,5.1,mb,,,,0.7,us,usp0002mtf,2014-11-07T00:37:28.645Z,"Bonin Islands, Japan region",earthquake,,,,3,reviewed,us,us
1985-11-15T11:56:18.060Z,44.151,148.294,33,5.2,mb,,,,0.8,us,usp0002mtd,2014-11-07T00:37:28.632Z,"Kuril Islands",earthquake,,,,49,reviewed,us,us
1985-11-15T11:30:28.790Z,27.943,140.756,33,5.2,mb,,,,1.2,us,usp0002mtb,2014-11-07T00:37:28.625Z,"Bonin Islands, Japan region",earthquake,,,,5,reviewed,us,us
1985-11-11T09:43:46.660Z,32.973,140.437,75.3,5.2,mb,,,,1,us,usp0002mnq,2014-11-07T00:37:27.807Z,"Izu Islands, Japan region",earthquake,,4.3,,39,reviewed,us,us
1985-11-09T19:48:48.250Z,28.253,140.572,33,5,mb,,,,1.5,us,usp0002mkw,2014-11-07T00:37:27.510Z,"Bonin Islands, Japan region",earthquake,,,,2,reviewed,us,us
1985-11-08T21:40:13.920Z,27.847,140.721,35.7,5,mb,,,,0.9,us,usp0002mjx,2014-11-07T00:37:27.321Z,"Bonin Islands, Japan region",earthquake,,14.6,,7,reviewed,us,us
1985-11-08T20:55:27.110Z,27.839,140.633,28.9,5.2,mb,,,,1,us,usp0002mjv,2014-11-07T00:37:27.298Z,"Bonin Islands, Japan region",earthquake,,,,27,reviewed,us,us
1985-11-08T20:02:04.850Z,27.8,140.624,41.2,5.7,mw,,,,1.1,us,usp0002mju,2016-11-09T23:55:07.958Z,"Bonin Islands, Japan region",earthquake,,10.2,,,reviewed,us,hrv
1985-11-08T19:08:36.180Z,28.06,140.821,33,5,mb,,,,0.9,us,usp0002mjs,2014-11-07T00:37:27.266Z,"Bonin Islands, Japan region",earthquake,,,,9,reviewed,us,us
1985-11-08T18:40:24.850Z,27.957,140.607,41.5,6.2,mw,,,,1.1,us,usp0002mjr,2016-11-09T23:55:05.576Z,"Bonin Islands, Japan region",earthquake,,3.8,,,reviewed,us,nc
1985-11-08T09:14:32.920Z,28.07,140.85,40.4,5,mb,,,,0.9,us,usp0002mj8,2014-11-07T00:37:27.088Z,"Bonin Islands, Japan region",earthquake,,10.2,,7,reviewed,us,us
1985-11-05T15:30:51.170Z,35.303,140.084,59.4,5.2,mb,,,,1,us,usp0002mg0,2014-11-07T00:37:26.289Z,"near the east coast of Honshu, Japan",earthquake,,3.2,,34,reviewed,us,us
1985-11-03T19:12:00.300Z,28.205,140.788,33,5.1,mb,,,,1.2,us,usp0002mee,2014-11-07T00:37:25.836Z,"Bonin Islands, Japan region",earthquake,,,,2,reviewed,us,us
1985-11-02T09:23:10.970Z,20.059,121.279,30,5,mb,,,,1,us,usp0002md7,2014-11-07T00:37:25.281Z,"Batan Islands region, Philippines",earthquake,,7.1,,15,reviewed,us,us
1985-11-02T00:13:30.640Z,24.8,122.184,84.4,5.2,mb,,,,0.8,us,usp0002mct,2014-11-07T00:37:25.051Z,"Taiwan region",earthquake,,5.1,,1,reviewed,us,us
1985-10-31T05:08:21.070Z,28.23,140.714,33,5.1,mb,,,,1.2,us,usp0002max,2014-11-07T00:37:22.174Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-10-28T23:55:50.250Z,28.349,140.807,33,5,mb,,,,1.2,us,usp0002m82,2014-11-07T00:37:21.803Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-10-28T18:07:34.530Z,27.74,140.617,28.1,5.1,mb,,,,1.2,us,usp0002m7v,2014-11-07T00:37:21.773Z,"Bonin Islands, Japan region",earthquake,,7.7,,24,reviewed,us,us
1985-10-26T13:34:39.880Z,28.285,140.646,33,5.1,mb,,,,1.4,us,usp0002m5a,2014-11-07T00:37:21.349Z,"Bonin Islands, Japan region",earthquake,,,,2,reviewed,us,us
1985-10-25T19:55:56.890Z,28.088,140.828,18.3,5.1,mb,,,,1.3,us,usp0002m4f,2014-11-07T00:37:21.233Z,"Bonin Islands, Japan region",earthquake,,8.6,,8,reviewed,us,us
1985-10-25T18:32:38.940Z,28.062,140.713,20.7,5.2,mb,,,,1,us,usp0002m4d,2014-11-07T00:37:21.228Z,"Bonin Islands, Japan region",earthquake,,8.3,,5,reviewed,us,us
1985-10-25T17:49:33.550Z,28.046,140.754,32.9,5.1,mb,,,,0.8,us,usp0002m4b,2014-11-07T00:37:21.186Z,"Bonin Islands, Japan region",earthquake,,8.3,,7,reviewed,us,us
1985-10-24T21:32:48.240Z,28.142,140.696,33,5.1,mb,,,,1.5,us,usp0002m3k,2014-11-07T00:37:20.914Z,"Bonin Islands, Japan region",earthquake,,,,2,reviewed,us,us
1985-10-23T20:45:20.290Z,28.426,140.842,33,5.1,mb,,,,1.3,us,usp0002m2m,2014-11-07T00:37:20.618Z,"Bonin Islands, Japan region",earthquake,,,,4,reviewed,us,us
1985-10-22T10:51:32.520Z,44.006,148.123,50,5.3,mb,,,,0.8,us,usp0002m0u,2014-11-07T00:37:20.407Z,"Kuril Islands",earthquake,,5.9,,68,reviewed,us,us
1985-10-18T04:19:06.400Z,46.323,146.272,271.3,5.8,mw,,,,0.9,us,usp0002kwp,2016-11-09T23:44:53.844Z,"northwest of the Kuril Islands",earthquake,,3.4,,,reviewed,us,hrv
1985-10-18T03:22:23.650Z,37.619,136.896,35.4,5.4,mw,,,,1.1,us,usp0002kwn,2016-11-09T23:44:53.331Z,"near the west coast of Honshu, Japan",earthquake,,3,,,reviewed,us,hrv
1985-10-16T07:39:38.450Z,35.583,140.23,56,5,mb,,,,1.1,us,usp0002ku2,2014-11-07T00:37:19.712Z,"near the east coast of Honshu, Japan",earthquake,,6.5,,3,reviewed,us,us
1985-10-16T07:06:42.840Z,28.206,140.619,33,5,mb,,,,1.4,us,usp0002ku1,2014-11-07T00:37:19.709Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-10-12T17:21:53.750Z,36.638,141.37,41.3,5,mb,,,,1,us,usp0002kqw,2014-11-07T00:37:19.208Z,"near the east coast of Honshu, Japan",earthquake,,,,26,reviewed,us,us
1985-10-12T12:18:46.740Z,42.26,143.035,66,5.4,mw,,,,1,us,usp0002kqs,2016-11-09T23:42:20.302Z,"Hokkaido, Japan region",earthquake,,2.5,,,reviewed,us,hrv
1985-10-10T13:23:52.870Z,41.516,142.031,72.2,5.1,mb,,,,1.1,us,usp0002knt,2014-11-07T00:37:18.856Z,"Hokkaido, Japan region",earthquake,,3.8,,47,reviewed,us,us
1985-10-10T02:05:39.360Z,28.318,140.625,33,5.1,mb,,,,1.5,us,usp0002knb,2014-11-07T00:37:18.803Z,"Bonin Islands, Japan region",earthquake,,,,3,reviewed,us,us
1985-10-09T08:04:10.190Z,28.279,140.947,33,5.1,mb,,,,1.4,us,usp0002kme,2014-11-07T00:37:18.624Z,"Bonin Islands, Japan region",earthquake,,,,2,reviewed,us,us
1985-10-07T03:05:22.110Z,38.392,140.331,119.5,5.2,mw,,,,0.9,us,usp0002kjh,2016-11-09T23:40:11.329Z,"eastern Honshu, Japan",earthquake,,2,,,reviewed,us,hrv
1985-10-05T15:00:55.750Z,27.902,140.944,33,5,mb,,,,1.2,us,usp0002kgn,2014-11-07T00:37:17.758Z,"Bonin Islands, Japan region",earthquake,,,,5,reviewed,us,us
1985-10-05T13:59:33.990Z,21.897,143.955,132.3,5.1,mb,,,,1.1,us,usp0002kgk,2014-11-07T00:37:17.736Z,"Mariana Islands region",earthquake,,,,21,reviewed,us,us
1985-10-05T08:13:09.150Z,22.873,143.977,33,5.2,mb,,,,0.9,us,usp0002kga,2014-11-07T00:37:17.632Z,"Volcano Islands, Japan region",earthquake,,,,28,reviewed,us,us
1985-10-04T23:19:25.070Z,28.148,140.487,33,5.1,mb,,,,1.4,us,usp0002kfv,2014-11-07T00:37:17.526Z,"Bonin Islands, Japan region",earthquake,,,,3,reviewed,us,us
1985-10-04T12:25:51.860Z,35.816,140.093,84.5,5.9,mw,,,,1,us,usp0002kf6,2017-04-26T17:39:18.382Z,"near the east coast of Honshu, Japan",earthquake,,1.7,,,reviewed,us,nc
1985-10-04T08:41:37.960Z,27.558,139.964,478.1,6.1,mw,,,,1.1,us,usp0002key,2016-11-09T23:38:24.691Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,hrv
1985-10-03T21:28:02.060Z,34.778,140.826,73.9,5.4,mw,,,,1.1,us,usp0002kef,2016-11-09T23:37:51.247Z,"near the east coast of Honshu, Japan",earthquake,,3.3,,,reviewed,us,hrv
1985-10-02T03:16:27.010Z,43.929,151.369,41.9,5.1,mw,,,,0.8,us,usp0002kcf,2016-11-09T23:37:25.001Z,"east of the Kuril Islands",earthquake,,,,,reviewed,us,hrv
1985-09-30T23:11:57.080Z,27.989,140.755,33,5,mb,,,,1.3,us,usp0002kay,2014-11-07T00:37:13.393Z,"Bonin Islands, Japan region",earthquake,,,,9,reviewed,us,us
1985-09-30T22:33:17.620Z,27.941,140.648,33,5,mb,,,,1,us,usp0002kaw,2014-11-07T00:37:13.387Z,"Bonin Islands, Japan region",earthquake,,,,5,reviewed,us,us
1985-09-28T12:11:03.120Z,28.053,140.776,40,5,mb,,,,1,us,usp0002k7r,2014-11-07T00:37:13.072Z,"Bonin Islands, Japan region",earthquake,,9.6,,11,reviewed,us,us
1985-09-28T11:49:24.250Z,27.988,140.82,33,5.1,mb,,,,0.6,us,usp0002k7q,2014-11-07T00:37:13.070Z,"Bonin Islands, Japan region",earthquake,,,,6,reviewed,us,us
1985-09-28T09:20:22.120Z,28.118,140.78,12.7,5.1,mb,,,,1.1,us,usp0002k7m,2014-11-07T00:37:13.061Z,"Bonin Islands, Japan region",earthquake,,6.1,,15,reviewed,us,us
1985-09-25T14:39:21.800Z,28.286,140.704,33,5,mb,,,,1.5,us,usp0002k3v,2014-11-07T00:37:12.472Z,"Bonin Islands, Japan region",earthquake,,,,4,reviewed,us,us
1985-09-24T17:02:28.100Z,28.269,140.887,33,5,mb,,,,1.5,us,usp0002k2w,2014-11-07T00:37:12.313Z,"Bonin Islands, Japan region",earthquake,,,,5,reviewed,us,us
1985-09-24T15:37:44.780Z,28.105,140.828,40.6,5,mw,,,,0.9,us,usp0002k2v,2016-11-09T23:33:33.441Z,"Bonin Islands, Japan region",earthquake,,6.9,,,reviewed,us,hrv
1985-09-24T01:47:18.270Z,28.053,140.968,33,5,mb,,,,1.1,us,usp0002k28,2014-11-07T00:37:12.250Z,"Bonin Islands, Japan region",earthquake,,,,4,reviewed,us,us
1985-09-22T23:55:01.370Z,28.058,140.792,32.7,5,mb,,,,1,us,usp0002k0u,2014-11-07T00:37:12.101Z,"Bonin Islands, Japan region",earthquake,,8.1,,11,reviewed,us,us
1985-09-22T03:22:01.800Z,28.018,140.751,33,5.1,ms,,,,1.1,us,usp0002jzu,2014-11-07T00:37:11.960Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-09-22T02:43:36.060Z,28.161,140.775,38.8,5,mb,,,,1,us,usp0002jzt,2014-11-07T00:37:11.954Z,"Bonin Islands, Japan region",earthquake,,11.6,,17,reviewed,us,us
1985-09-22T01:39:12.890Z,28.129,140.729,13,5,mb,,,,1,us,usp0002jzs,2014-11-07T00:37:11.947Z,"Bonin Islands, Japan region",earthquake,,5.9,,13,reviewed,us,us
1985-09-22T00:58:01.020Z,28.025,140.958,33,5,mb,,,,1.2,us,usp0002jzr,2014-11-07T00:37:11.945Z,"Bonin Islands, Japan region",earthquake,,,,5,reviewed,us,us
1985-09-22T00:06:43.750Z,28.095,140.752,35.2,5.1,mb,,,,1.1,us,usp0002jzq,2014-11-07T00:37:11.943Z,"Bonin Islands, Japan region",earthquake,,10.4,,10,reviewed,us,us
1985-09-21T07:31:42.190Z,28.096,140.701,10.3,5.1,mb,,,,0.8,us,usp0002jz0,2014-11-07T00:37:11.863Z,"Bonin Islands, Japan region",earthquake,,4.9,,20,reviewed,us,us
1985-09-21T04:51:36.580Z,28.006,140.754,24.3,5.3,mb,,,,0.9,us,usp0002jyw,2014-11-07T00:37:11.731Z,"Bonin Islands, Japan region",earthquake,,8.7,,3,reviewed,us,us
1985-09-20T15:01:23.570Z,24.593,122.28,18.4,5.5,mw,,,,1.1,us,usp0002jy9,2016-11-09T23:31:49.497Z,"Taiwan region",earthquake,,3.2,,,reviewed,us,hrv
1985-09-20T14:30:46.090Z,28.337,140.947,33,5.3,mb,,,,1.4,us,usp0002jy8,2014-11-07T00:37:11.305Z,"Bonin Islands, Japan region",earthquake,,,,2,reviewed,us,us
1985-09-20T03:41:15.210Z,28.078,140.855,33,5.3,ms,,,,1.2,us,usp0002jxj,2014-11-07T00:37:11.199Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-09-20T03:06:21.450Z,28.03,140.878,47.6,5,mb,,,,1.1,us,usp0002jxf,2014-11-07T00:37:11.182Z,"Bonin Islands, Japan region",earthquake,,15.1,,2,reviewed,us,us
1985-09-19T19:37:59.410Z,28.032,140.706,33,5,mb,,,,1,us,usp0002jwx,2014-11-07T00:37:11.121Z,"Bonin Islands, Japan region",earthquake,,,,14,reviewed,us,us
1985-09-19T18:35:41.400Z,28.08,140.881,45.4,5,mb,,,,1,us,usp0002jwu,2014-11-07T00:37:11.114Z,"Bonin Islands, Japan region",earthquake,,12.5,,7,reviewed,us,us
1985-09-19T09:52:53.910Z,28.427,141.344,33,5,mb,,,,1.5,us,usp0002jwb,2014-11-07T00:37:10.964Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
1985-09-18T01:27:17.600Z,49.642,155.751,56.4,5.4,mw,,,,0.9,us,usp0002jv7,2016-11-09T23:30:57.152Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1985-09-17T09:56:38.110Z,28.081,140.684,33,5.1,mb,,,,1,us,usp0002juj,2014-11-07T00:37:10.751Z,"Bonin Islands, Japan region",earthquake,,,,12,reviewed,us,us
1985-09-15T12:20:56.710Z,40.362,139.223,22.8,5.2,mb,,,,0.9,us,usp0002jt0,2014-11-07T00:37:10.436Z,"near the west coast of Honshu, Japan",earthquake,,,,46,reviewed,us,us
1985-09-10T14:19:19.180Z,28.437,140.27,33,5,mb,,,,1.4,us,usp0002jm1,2014-11-07T00:37:08.983Z,"Bonin Islands, Japan region",earthquake,,,,9,reviewed,us,us
1985-09-10T08:57:59.910Z,27.306,139.896,514,5,mb,,,,0.8,us,usp0002jks,2014-11-07T00:37:08.926Z,"Bonin Islands, Japan region",earthquake,,,,22,reviewed,us,us
1985-09-10T08:57:29.710Z,24.553,122.89,105.8,5.1,mb,,,,1.1,us,usp0002jkr,2014-11-07T00:37:08.921Z,"Taiwan region",earthquake,,9.6,,13,reviewed,us,us
1985-09-10T06:39:01.740Z,27.208,139.848,501,6.4,mw,,,,1,us,usp0002jkn,2016-11-09T23:27:06.526Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,hrv
1985-09-09T15:18:03.140Z,46.343,153.36,33,5.4,mw,,,,0.9,us,usp0002jjw,2016-11-09T23:26:38.224Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1985-09-09T12:39:33.710Z,27.937,140.898,33,5.2,mb,,,,0.3,us,usp0002jjs,2014-11-07T00:37:08.535Z,"Bonin Islands, Japan region",earthquake,,,,3,reviewed,us,us
1985-09-09T02:58:51.940Z,28.409,140.453,33,5.1,mb,,,,1.3,us,usp0002jjf,2014-11-07T00:37:08.429Z,"Bonin Islands, Japan region",earthquake,,,,2,reviewed,us,us
1985-09-08T14:12:23.410Z,28.354,140.503,33,5.2,mb,,,,1.2,us,usp0002jhr,2014-11-07T00:37:08.152Z,"Bonin Islands, Japan region",earthquake,,,,5,reviewed,us,us
1985-09-07T15:29:36.420Z,28.015,140.659,33,5.1,mb,,,,1,us,usp0002jgv,2014-11-07T00:37:08.003Z,"Bonin Islands, Japan region",earthquake,,,,5,reviewed,us,us
1985-09-06T03:56:57.140Z,28.183,140.715,33,5.1,mb,,,,1.3,us,usp0002jfj,2014-11-07T00:37:07.654Z,"Bonin Islands, Japan region",earthquake,,,,11,reviewed,us,us
1985-09-06T00:22:30.110Z,37.573,142.567,26.3,5.1,mb,,,,0.8,us,usp0002jfg,2014-11-07T00:37:07.638Z,"off the east coast of Honshu, Japan",earthquake,,7.3,,18,reviewed,us,us
1985-09-05T16:30:55.860Z,28.02,139.407,500.1,5.4,mw,,,,0.9,us,usp0002jf7,2016-11-09T23:24:50.692Z,"Bonin Islands, Japan region",earthquake,,5.7,,,reviewed,us,hrv
1985-09-03T16:46:24.980Z,28.088,140.736,33,5.1,mb,,,,1.1,us,usp0002jd4,2014-11-07T00:37:07.014Z,"Bonin Islands, Japan region",earthquake,,,,14,reviewed,us,us
