"Date","KOREA:Korea_Policy_Index","KOREA:Old_Korea_Policy_Index"
2004-06-01,95.9618072509766,85.40039
2004-07-01,104.145462036133,82.9962
2004-08-01,133.460662841797,123.0568
2004-09-01,120.920372009277,106.0446
2004-10-01,137.896560668945,124.085
2004-11-01,145.873718261719,130.1626
2004-12-01,94.3351440429688,73.73277
2005-01-01,108.3818359375,105.7092
2005-02-01,49.9609260559082,54.8229
2005-03-01,59.4246826171875,56.11409
2005-04-01,47.340446472168,61.48291
2005-05-01,68.8919525146484,63.4819
2005-06-01,51.0302810668945,45.8922
2005-07-01,74.4880981445312,67.31935
2005-08-01,51.0838508605957,44.34675
2005-09-01,86.9214859008789,89.17828
2005-10-01,86.9796981811523,76.0696
2005-11-01,62.735237121582,64.14037
2005-12-01,79.5000305175781,66.74323
2006-01-01,77.0402069091797,77.6445
2006-02-01,82.4580383300781,77.7425
2006-03-01,64.1632766723633,60.36754
2006-04-01,85.716064453125,85.1413
2006-05-01,85.3044891357422,85.59775
2006-06-01,111.72274017334,107.9981
2006-07-01,95.439811706543,92.78021
2006-08-01,64.6862030029297,62.2173
2006-09-01,70.6832656860352,69.96191
2006-10-01,141.490264892578,121.9578
2006-11-01,108.556190490723,99.37378
2006-12-01,107.594741821289,98.443
2007-01-01,134.46826171875,132.2586
2007-02-01,67.8389663696289,87.88013
2007-03-01,80.1176528930664,73.16233
2007-04-01,79.2094650268555,64.32523
2007-05-01,69.5447769165039,67.92661
2007-06-01,74.4185180664062,65.99663
2007-07-01,37.5060081481934,36.99213
2007-08-01,80.992073059082,73.00572
2007-09-01,79.9680480957031,68.86643
2007-10-01,58.0499687194824,48.88078
2007-11-01,92.4446868896484,83.89901
2007-12-01,141.24787902832,111.5183
2008-01-01,135.777221679688,114.6576
2008-02-01,96.1113967895508,88.98838
2008-03-01,88.4442443847656,75.16081
2008-04-01,74.5053634643555,66.5718
2008-05-01,89.6122970581055,81.43184
2008-06-01,126.385971069336,109.5546
2008-07-01,127.044769287109,110.951
2008-08-01,110.99186706543,94.46326
2008-09-01,262.81884765625,225.2777
2008-10-01,210.168258666992,183.2349
2008-11-01,208.337127685547,197.9851
2008-12-01,166.046875,148.3125
2009-01-01,202.673400878906,176.9801
2009-02-01,158.726531982422,139.1162
2009-03-01,121.231910705566,112.4698
2009-04-01,111.990303039551,99.73185
2009-05-01,143.858856201172,135.5716
2009-06-01,175.07080078125,167.1625
2009-07-01,207.601745605469,195.0976
2009-08-01,103.664749145508,88.85852
2009-09-01,128.971313476562,116.3537
2009-10-01,115.613563537598,105.174
2009-11-01,151.163589477539,132.7241
2009-12-01,152.931060791016,149.1569
2010-01-01,172.292465209961,158.8165
2010-02-01,143.479965209961,124.6298
2010-03-01,112.581680297852,113.3676
2010-04-01,138.631210327148,135.397
2010-05-01,148.330413818359,142.8803
2010-06-01,153.486831665039,136.9187
2010-07-01,120.580253601074,113.5782
2010-08-01,141.25993347168,133.9914
2010-09-01,127.818733215332,154.4922
2010-10-01,134.546936035156,146.6113
2010-11-01,168.0322265625,153.3713
2010-12-01,131.678253173828,138.6283
2011-01-01,137.221694946289,141.6395
2011-02-01,91.346794128418,89.75578
2011-03-01,165.659164428711,161.0537
2011-04-01,104.476440429688,106.7207
2011-05-01,99.5094451904297,88.31537
2011-06-01,130.794586181641,133.7402
2011-07-01,128.5908203125,132.3212
2011-08-01,222.041320800781,214.4663
2011-09-01,259.825653076172,235.1194
2011-10-01,186.9912109375,177.1936
2011-11-01,222.817764282227,195.8699
2011-12-01,271.920928955078,274.7347
2012-01-01,255.862808227539,272.6829
2012-02-01,115.619651794434,118.6966
2012-03-01,111.868522644043,118.7049
2012-04-01,121.823829650879,120.699
2012-05-01,180.036514282227,175.3067
2012-06-01,199.780349731445,207.3177
2012-07-01,154.198486328125,158.0533
2012-08-01,132.680816650391,143.937
2012-09-01,161.620788574219,159.7554
2012-10-01,176.787689208984,164.7989
2012-11-01,189.757995605469,171.6793
2012-12-01,156.596282958984,150.1707
2013-01-01,178.353759765625,178.3867
2013-02-01,166.645538330078,140.8247
2013-03-01,126.300224304199,113.9387
2013-04-01,135.442123413086,123.6615
2013-05-01,109.593978881836,91.94704
2013-06-01,148.814636230469,131.2095
2013-07-01,110.212036132812,100.5156
2013-08-01,100.46361541748,86.83624
2013-09-01,122.283187866211,120.3359
2013-10-01,143.309494018555,124.406
2013-11-01,85.0564498901367,89.37772
2013-12-01,126.383934020996,109.2099
2014-01-01,105.041526794434,103.3575
2014-02-01,81.662483215332,81.13124
2014-03-01,64.5660629272461,55.59394
2014-04-01,47.5602035522461,51.08045
2014-05-01,64.5138473510742,56.4505
2014-06-01,69.7324371337891,74.31558
2014-07-01,78.3684387207031,87.68271
2014-08-01,79.6656188964844,80.33735
2014-09-01,70.2137145996094,54.93196
2014-10-01,88.6704559326172,77.15872
2014-11-01,112.638023376465,85.8489
2014-12-01,107.746559143066,106.6789
2015-01-01,166.523620605469,
2015-02-01,126.786911010742,
2015-03-01,98.2520599365234,
2015-04-01,76.6575088500977,
2015-05-01,71.9851684570312,
2015-06-01,130.954162597656,
2015-07-01,127.007797241211,
2015-08-01,144.227966308594,
2015-09-01,186.529815673828,
2015-10-01,120.695556640625,
2015-11-01,99.2031402587891,
2015-12-01,165.396240234375,
2016-01-01,172.892272949219,
2016-02-01,158.828491210938,
2016-03-01,92.0651168823242,
2016-04-01,112.186058044434,
2016-05-01,109.068237304688,
2016-06-01,282.344879150391,
2016-07-01,206.463729858398,
2016-08-01,101.013725280762,
2016-09-01,120.701095581055,
2016-10-01,105.288711547852,
2016-11-01,394.08349609375,
2016-12-01,372.554931640625,
2017-01-01,389.363311767578,
2017-02-01,297.519622802734,
2017-03-01,234.076171875,
2017-04-01,130.520492553711,
