"Date","US:Baseline_overall_index","US:News_Based_Policy_Uncert_Index"
1996-09-01,77.9756317138672,78.9807662963867
1996-10-01,64.1959533691406,55.6702461242676
1996-11-01,74.2086639404297,74.3711929321289
1996-12-01,69.9741668701172,67.1733474731445
1997-01-01,74.9683074951172,75.4455108642578
1997-02-01,87.6972885131836,92.0861358642578
1997-03-01,75.0123138427734,70.4526901245117
1997-04-01,75.4542922973633,71.1044311523438
1997-05-01,73.4581298828125,75.869499206543
1997-06-01,78.4829788208008,84.4780349731445
1997-07-01,73.8948669433594,76.7061996459961
1997-08-01,63.8098793029785,58.9150199890137
1997-09-01,61.1595611572266,54.4143028259277
1997-10-01,83.6521530151367,92.929557800293
1997-11-01,78.3938903808594,85.9828033447266
1997-12-01,88.7444839477539,103.699523925781
1998-01-01,91.0406265258789,107.953758239746
1998-02-01,88.8194351196289,101.149467468262
1998-03-01,78.3883209228516,83.3476181030273
1998-04-01,73.2001419067383,74.4572830200195
1998-05-01,75.855110168457,80.1271514892578
1998-06-01,76.2863464355469,80.8877334594727
1998-07-01,88.1770095825195,101.418518066406
1998-08-01,101.408081054688,130.467041015625
1998-09-01,123.961471557617,169.03727722168
1998-10-01,109.88134765625,145.023239135742
1998-11-01,92.9463195800781,113.504745483398
1998-12-01,91.4061813354492,110.894981384277
1999-01-01,98.6450424194336,123.322845458984
1999-02-01,82.3835906982422,94.9962844848633
1999-03-01,66.0005340576172,67.0275726318359
1999-04-01,67.5329513549805,69.7878952026367
1999-05-01,67.0885314941406,64.7764587402344
1999-06-01,73.011116027832,74.9256286621094
1999-07-01,79.813117980957,86.5299377441406
1999-08-01,69.5531768798828,77.0253295898438
1999-09-01,69.8162307739258,77.4983444213867
1999-10-01,62.7115478515625,65.3370819091797
1999-11-01,82.0638275146484,76.3171844482422
1999-12-01,83.8094711303711,79.3224258422852
2000-01-01,89.2015380859375,88.9886932373047
2000-02-01,77.6013946533203,73.3651962280273
2000-03-01,77.5483093261719,73.2986221313477
2000-04-01,76.0592269897461,70.5997467041016
2000-05-01,97.9862060546875,118.143211364746
2000-06-01,92.9650192260742,109.584228515625
2000-07-01,79.4469757080078,86.6583557128906
2000-08-01,66.5813369750977,58.9064598083496
2000-09-01,75.1416549682617,73.5509948730469
2000-10-01,84.6617279052734,89.9134521484375
2000-11-01,125.067543029785,166.184051513672
2000-12-01,115.26872253418,149.448516845703
2001-01-01,111.416038513184,142.614120483398
2001-02-01,110.917846679688,128.625640869141
2001-03-01,116.026947021484,137.374176025391
2001-04-01,122.673408508301,148.758010864258
2001-05-01,100.429016113281,117.436256408691
2001-06-01,86.3902740478516,93.4612350463867
2001-07-01,102.131851196289,120.294593811035
2001-08-01,84.2891235351562,95.3999710083008
2001-09-01,188.059494018555,272.764495849609
2001-10-01,173.143371582031,247.294281005859
2001-11-01,130.575637817383,172.488830566406
2001-12-01,117.236587524414,149.708938598633
2002-01-01,116.837455749512,148.449737548828
2002-02-01,87.6006851196289,104.609436035156
2002-03-01,83.4404296875,97.5129928588867
2002-04-01,88.5661010742188,106.164649963379
2002-05-01,86.2988586425781,98.6400299072266
2002-06-01,93.610221862793,111.149948120117
2002-07-01,110.305168151855,139.6611328125
2002-08-01,116.014823913574,136.119064331055
2002-09-01,124.043144226074,149.848190307617
2002-10-01,111.885971069336,128.973617553711
2002-11-01,123.284378051758,162.221405029297
2002-12-01,122.221672058105,160.411331176758
2003-01-01,138.953399658203,185.591613769531
2003-02-01,126.727737426758,161.759765625
2003-03-01,163.523803710938,224.647201538086
2003-04-01,135.627548217773,176.579849243164
2003-05-01,102.619819641113,122.30982208252
2003-06-01,95.8273010253906,110.69554901123
2003-07-01,91.7415084838867,103.748245239258
2003-08-01,95.6718139648438,91.7141723632812
2003-09-01,106.115760803223,109.553955078125
2003-10-01,88.0437850952148,78.5859832763672
2003-11-01,84.9182357788086,78.6960906982422
2003-12-01,91.7369918823242,90.3435974121094
2004-01-01,96.5664596557617,88.277587890625
2004-02-01,99.4572982788086,88.901481628418
2004-03-01,96.7894668579102,84.3309020996094
2004-04-01,94.1152801513672,79.7269134521484
2004-05-01,92.3211822509766,97.2080307006836
2004-06-01,85.3459777832031,85.2744827270508
2004-07-01,87.544189453125,88.9564971923828
2004-08-01,85.9258651733398,84.4498672485352
2004-09-01,100.01188659668,108.509582519531
2004-10-01,105.695114135742,118.341445922852
2004-11-01,95.240852355957,96.6957702636719
2004-12-01,77.596435546875,66.5328750610352
2005-01-01,73.9184799194336,66.7343368530273
2005-02-01,58.9500503540039,51.695686340332
2005-03-01,57.5579566955566,49.3086357116699
2005-04-01,74.5659713745117,78.395866394043
2005-05-01,70.5081176757812,75.0907745361328
2005-06-01,74.5613250732422,82.0055847167969
2005-07-01,68.7164459228516,71.9395446777344
2005-08-01,64.3958587646484,59.6172332763672
2005-09-01,91.4060592651367,105.769859313965
2005-10-01,76.1636810302734,79.8299942016602
2005-11-01,72.2159881591797,60.0678520202637
2005-12-01,78.0489273071289,70.0267562866211
2006-01-01,79.1753463745117,75.0792388916016
2006-02-01,72.6929931640625,69.4917449951172
2006-03-01,64.2293319702148,55.0080757141113
2006-04-01,79.7615280151367,81.6517181396484
2006-05-01,70.8362579345703,67.8097915649414
2006-06-01,79.4943313598633,82.5862808227539
2006-07-01,80.5623092651367,84.4744567871094
2006-08-01,72.7699661254883,71.5150985717773
2006-09-01,67.0675354003906,61.7513465881348
2006-10-01,63.4644660949707,55.629508972168
2006-11-01,62.5198440551758,49.5991287231445
2006-12-01,63.3704071044922,51.0390396118164
2007-01-01,79.0196685791016,74.5100250244141
2007-02-01,57.2026214599609,50.8600196838379
2007-03-01,69.8872909545898,72.5298614501953
2007-04-01,62.5017013549805,59.8413887023926
2007-05-01,74.6818695068359,71.137321472168
2007-06-01,73.2965393066406,68.7592391967773
2007-07-01,59.3239784240723,44.7827529907227
2007-08-01,89.1040496826172,90.0072937011719
2007-09-01,100.74437713623,109.892654418945
2007-10-01,89.4545288085938,90.6400680541992
2007-11-01,102.441108703613,106.566162109375
2007-12-01,108.543800354004,116.990898132324
2008-01-01,144.984725952148,177.042205810547
2008-02-01,108.104690551758,108.314735412598
2008-03-01,111.712356567383,114.474571228027
2008-04-01,102.196907043457,98.1977081298828
2008-05-01,94.2840347290039,88.6734313964844
2008-06-01,94.556755065918,89.1368789672852
2008-07-01,109.788970947266,115.102722167969
2008-08-01,95.8707580566406,81.1630859375
2008-09-01,187.740310668945,238.171875
2008-10-01,189.917282104492,241.772277832031
2008-11-01,148.842575073242,162.71337890625
2008-12-01,145.994674682617,157.828674316406
2009-01-01,171.946228027344,184.817825317383
2009-02-01,187.114028930664,202.547958374023
2009-03-01,166.903381347656,167.991226196289
2009-04-01,131.85612487793,107.927253723145
2009-05-01,138.805847167969,125.944625854492
2009-06-01,130.933486938477,112.472640991211
2009-07-01,126.282150268555,104.355110168457
2009-08-01,152.550094604492,111.174339294434
2009-09-01,145.444366455078,99.009635925293
2009-10-01,138.130554199219,86.2417526245117
2009-11-01,116.162315368652,99.7792663574219
2009-12-01,121.22102355957,108.396095275879
2010-01-01,149.359283447266,136.863861083984
2010-02-01,132.798645019531,116.721549987793
2010-03-01,137.470016479492,124.6875
2010-04-01,137.077392578125,123.702201843262
2010-05-01,151.103424072266,147.763244628906
2010-06-01,140.569152832031,129.732192993164
2010-07-01,180.014450073242,196.947235107422
2010-08-01,147.309097290039,127.228172302246
2010-09-01,182.146697998047,186.741226196289
2010-10-01,163.424911499023,154.762756347656
2010-11-01,179.13557434082,175.04426574707
2010-12-01,165.407852172852,151.553344726562
2011-01-01,142.170455932617,111.492813110352
2011-02-01,145.508895874023,104.562362670898
2011-03-01,174.354370117188,153.841720581055
2011-04-01,157.495895385742,124.846580505371
2011-05-01,126.192070007324,84.5491638183594
2011-06-01,158.088623046875,139.037902832031
2011-07-01,197.916351318359,207.160308837891
2011-08-01,245.126724243164,283.665588378906
2011-09-01,204.629791259766,214.42610168457
2011-10-01,159.73957824707,137.839248657227
2011-11-01,166.339019775391,143.714553833008
2011-12-01,189.398361206055,183.088623046875
2012-01-01,178.286529541016,154.418029785156
2012-02-01,149.637084960938,119.435432434082
2012-03-01,137.553115844727,98.7481079101562
2012-04-01,136.596694946289,96.9696731567383
2012-05-01,158.561965942383,135.879837036133
2012-06-01,194.610580444336,197.460968017578
2012-07-01,184.879699707031,180.80354309082
2012-08-01,152.353454589844,142.955291748047
2012-09-01,175.277053833008,182.107192993164
2012-10-01,165.944488525391,166.128402709961
2012-11-01,187.490646362305,205.864669799805
2012-12-01,192.825164794922,214.951950073242
2013-01-01,157.533309936523,199.358947753906
2013-02-01,114.654113769531,128.5625
2013-03-01,124.940811157227,146.115844726562
2013-04-01,118.710479736328,135.440582275391
2013-05-01,104.304550170898,109.028038024902
2013-06-01,114.61612701416,126.625854492188
2013-07-01,94.039909362793,91.4374847412109
2013-08-01,102.77067565918,108.758369445801
2013-09-01,144.401779174805,179.889724731445
2013-10-01,171.022247314453,225.373306274414
2013-11-01,89.9061431884766,89.915168762207
2013-12-01,104.602119445801,115.02074432373
2014-01-01,93.5007400512695,107.705139160156
2014-02-01,88.9853363037109,93.3692855834961
2014-03-01,93.4675979614258,101.018730163574
2014-04-01,91.1180191040039,96.9934310913086
2014-05-01,90.3922424316406,102.015045166016
2014-06-01,81.0076217651367,85.9684677124023
2014-07-01,76.644905090332,78.5060043334961
2014-08-01,71.2621459960938,63.8773345947266
2014-09-01,84.3369216918945,86.2165908813477
2014-10-01,100.206649780273,113.334579467773
2014-11-01,88.5600357055664,93.1859512329102
2014-12-01,85.1875,87.4153213500977
2015-01-01,117.160621643066,120.544227600098
2015-02-01,100.31974029541,87.6094665527344
2015-03-01,105.218147277832,95.9789657592773
2015-04-01,109.64379119873,103.544952392578
2015-05-01,101.018951416016,102.318702697754
2015-06-01,108.952796936035,115.88028717041
2015-07-01,98.9184341430664,98.7347869873047
2015-08-01,129.6953125,156.503616333008
2015-09-01,138.7216796875,171.932678222656
2015-10-01,102.894012451172,110.701927185059
2015-11-01,92.1004333496094,89.5836944580078
2015-12-01,99.3426132202148,101.963432312012
2016-01-01,119.015182495117,154.857315063477
2016-02-01,114.624557495117,148.32177734375
2016-03-01,104.190811157227,130.490158081055
2016-04-01,84.2513427734375,96.4134140014648
2016-05-01,82.0412673950195,96.2223358154297
2016-06-01,162.629119873047,233.956115722656
2016-07-01,121.964645385742,164.458389282227
2016-08-01,91.8289031982422,106.885627746582
2016-09-01,79.8089599609375,86.3435287475586
2016-10-01,92.5178375244141,108.064125061035
2016-11-01,169.377822875977,254.101318359375
2016-12-01,117.900939941406,166.122863769531
2017-01-01,139.118087768555,202.3017578125
2017-02-01,141.068740844727,191.001358032227
2017-03-01,124.031204223633,161.881912231445
2017-04-01,136.763229370117,183.642059326172
