"Date","BRAZIL:Brazil News-Based EPU"
1998-07-01,40.2170028686523
1998-08-01,114.55647277832
1998-09-01,170.300811767578
1998-10-01,71.3644943237305
1998-11-01,110.05086517334
1998-12-01,98.4001083374023
1999-01-01,189.158584594727
1999-02-01,128.017074584961
1999-03-01,75.837776184082
1999-04-01,65.8096389770508
1999-05-01,52.7237930297852
1999-06-01,71.0073471069336
1999-07-01,80.2437744140625
1999-08-01,35.2566528320312
1999-09-01,62.9444046020508
1999-10-01,96.9404602050781
1999-11-01,52.2841987609863
1999-12-01,49.519832611084
2000-01-01,54.603199005127
2000-02-01,41.2639846801758
2000-03-01,73.6072540283203
2000-04-01,96.3490600585938
2000-05-01,189.968521118164
2000-06-01,106.872650146484
2000-07-01,54.1172485351562
2000-08-01,99.4903335571289
2000-09-01,103.932739257812
2000-10-01,113.862281799316
2000-11-01,73.1244430541992
2000-12-01,85.9912643432617
2001-01-01,81.4923477172852
2001-02-01,96.2292022705078
2001-03-01,70.2160797119141
2001-04-01,112.879081726074
2001-05-01,61.9654769897461
2001-06-01,81.8914260864258
2001-07-01,121.693176269531
2001-08-01,146.829330444336
2001-09-01,136.997268676758
2001-10-01,145.024230957031
2001-11-01,88.7856903076172
2001-12-01,133.191802978516
2002-01-01,97.4701919555664
2002-02-01,78.3807373046875
2002-03-01,100.647163391113
2002-04-01,100.327476501465
2002-05-01,139.579483032227
2002-06-01,163.809600830078
2002-07-01,107.624969482422
2002-08-01,172.394119262695
2002-09-01,154.325134277344
2002-10-01,128.657272338867
2002-11-01,112.787490844727
2002-12-01,128.034561157227
2003-01-01,88.1509246826172
2003-02-01,120.281044006348
2003-03-01,133.688720703125
2003-04-01,96.7919311523438
2003-05-01,85.2305297851562
2003-06-01,56.8783302307129
2003-07-01,89.6153793334961
2003-08-01,136.322525024414
2003-09-01,54.8719596862793
2003-10-01,125.542259216309
2003-11-01,223.958435058594
2003-12-01,84.5981216430664
2004-01-01,134.207305908203
2004-02-01,255.60139465332
2004-03-01,89.1852264404297
2004-04-01,110.461883544922
2004-05-01,125.354049682617
2004-06-01,136.056793212891
2004-07-01,52.6270027160645
2004-08-01,61.805419921875
2004-09-01,103.223640441895
2004-10-01,137.254959106445
2004-11-01,138.593978881836
2004-12-01,46.2579002380371
2005-01-01,120.570701599121
2005-02-01,96.1047668457031
2005-03-01,133.311248779297
2005-04-01,118.148483276367
2005-05-01,136.540786743164
2005-06-01,136.442489624023
2005-07-01,88.5412826538086
2005-08-01,155.483306884766
2005-09-01,90.6968383789062
2005-10-01,61.169563293457
2005-11-01,152.598297119141
2005-12-01,153.885559082031
2006-01-01,140.052169799805
2006-02-01,41.4429473876953
2006-03-01,126.205505371094
2006-04-01,80.2667007446289
2006-05-01,95.0802001953125
2006-06-01,142.316848754883
2006-07-01,75.0436630249023
2006-08-01,82.9475708007812
2006-09-01,101.040664672852
2006-10-01,113.524978637695
2006-11-01,84.5838623046875
2006-12-01,78.5081176757812
2007-01-01,149.840774536133
2007-02-01,91.7124099731445
2007-03-01,86.2860107421875
2007-04-01,105.503028869629
2007-05-01,97.5768356323242
2007-06-01,84.200553894043
2007-07-01,55.860466003418
2007-08-01,181.673599243164
2007-09-01,127.358947753906
2007-10-01,81.9717102050781
2007-11-01,111.005790710449
2007-12-01,189.976272583008
2008-01-01,224.399215698242
2008-02-01,175.408004760742
2008-03-01,151.296356201172
2008-04-01,123.320274353027
2008-05-01,76.7779083251953
2008-06-01,82.6345520019531
2008-07-01,58.2366180419922
2008-08-01,109.438674926758
2008-09-01,261.732147216797
2008-10-01,303.30078125
2008-11-01,201.230209350586
2008-12-01,320.688720703125
2009-01-01,123.762580871582
2009-02-01,240.21484375
2009-03-01,206.92626953125
2009-04-01,142.127853393555
2009-05-01,163.943420410156
2009-06-01,125.388229370117
2009-07-01,158.043609619141
2009-08-01,97.7908172607422
2009-09-01,109.653961181641
2009-10-01,49.1108055114746
2009-11-01,82.6469345092773
2009-12-01,77.7552108764648
2010-01-01,165.157821655273
2010-02-01,196.011489868164
2010-03-01,105.370071411133
2010-04-01,55.7407646179199
2010-05-01,110.477195739746
2010-06-01,52.2569694519043
2010-07-01,70.367057800293
2010-08-01,84.7124099731445
2010-09-01,84.3395385742188
2010-10-01,22.2963066101074
2010-11-01,88.0117340087891
2010-12-01,78.5772933959961
2011-01-01,26.8630199432373
2011-02-01,111.605537414551
2011-03-01,173.91813659668
2011-04-01,170.583801269531
2011-05-01,79.1210327148438
2011-06-01,107.711624145508
2011-07-01,123.593711853027
2011-08-01,205.837387084961
2011-09-01,190.213287353516
2011-10-01,116.612480163574
2011-11-01,146.258575439453
2011-12-01,154.299697875977
2012-01-01,130.605972290039
2012-02-01,96.6044464111328
2012-03-01,175.364196777344
2012-04-01,66.5065078735352
2012-05-01,156.205688476562
2012-06-01,176.116165161133
2012-07-01,141.010864257812
2012-08-01,99.7425994873047
2012-09-01,85.041389465332
2012-10-01,104.049423217773
2012-11-01,102.348861694336
2012-12-01,76.7661666870117
2013-01-01,164.346237182617
2013-02-01,69.9382247924805
2013-03-01,205.754501342773
2013-04-01,130.496765136719
2013-05-01,145.158233642578
2013-06-01,131.464065551758
2013-07-01,162.39811706543
2013-08-01,187.288970947266
2013-09-01,126.58081817627
2013-10-01,108.803291320801
2013-11-01,106.088691711426
2013-12-01,116.346946716309
2014-01-01,136.647430419922
2014-02-01,170.015411376953
2014-03-01,251.17155456543
2014-04-01,150.523590087891
2014-05-01,97.1709060668945
2014-06-01,76.9501495361328
2014-07-01,114.607177734375
2014-08-01,168.432907104492
2014-09-01,198.719299316406
2014-10-01,91.7543411254883
2014-11-01,142.014694213867
2014-12-01,185.609222412109
2015-01-01,193.993377685547
2015-02-01,302.938934326172
2015-03-01,317.268341064453
2015-04-01,211.516296386719
2015-05-01,146.365249633789
2015-06-01,101.231811523438
2015-07-01,182.970855712891
2015-08-01,291.772827148438
2015-09-01,457.099670410156
2015-10-01,297.051116943359
2015-11-01,164.98323059082
2015-12-01,330.609527587891
2016-01-01,306.689239501953
2016-02-01,224.24446105957
2016-03-01,420.958923339844
2016-04-01,473.525909423828
2016-05-01,221.303283691406
2016-06-01,294.479522705078
2016-07-01,326.6337890625
2016-08-01,251.68473815918
2016-09-01,250.024551391602
2016-10-01,149.366241455078
2016-11-01,365.753082275391
2016-12-01,422.524780273438
2017-01-01,330.928466796875
2017-02-01,371.605133056641
2017-03-01,676.955017089844
2017-04-01,588.567077636719
