"Date","Emerging markets (aggregate) - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","All reporting countries (aggregate) - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Advanced economies (aggregate) - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Argentina - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Austria - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Australia - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Belgium - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Brazil - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Canada - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Chile - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","China - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Colombia - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Czech Republic - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Germany - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Denmark - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Spain - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Finland - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","France - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","G20 (aggregate) - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Greece - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Hong Kong SAR - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Hungary - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Indonesia - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Ireland - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Israel - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","India - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Italy - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Japan - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Korea - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Luxembourg - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Mexico - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Malaysia - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Netherlands - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Norway - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","New Zealand - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Poland - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Portugal - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Russia - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Saudi Arabia - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Singapore - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Euro area - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","South Africa - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Switzerland - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","United Kingdom - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Sweden - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Thailand - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","Turkey - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)","United States - Non financial sector - All sectors - Market value - Percentage of GDP - Adjusted for breaks:Per Cent (Units)"
1940-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3
1952-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.3
1952-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.2
1952-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.4
1953-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.2
1953-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.2
1953-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.2
1953-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4
1954-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
1954-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.1
1954-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9
1954-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.9
1955-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.4
1955-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.7
1955-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.1
1955-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.6
1956-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.6
1956-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.1
1956-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6
1956-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.1
1957-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4
1957-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.5
1957-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124
1957-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.8
1958-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.1
1958-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9
1958-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129
1958-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.2
1959-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.3
1959-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.2
1959-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.3
1959-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.2
1960-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129
1960-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.2
1960-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.2
1960-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.1
1961-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.2
1961-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.2
1961-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.4
1961-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.9
1962-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.6
1962-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.3
1962-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134
1962-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.8
1963-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.3
1963-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.3
1963-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136
1963-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137
1964-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.6
1964-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1
1964-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.9
1964-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.9
1965-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.1,,,,,,136.1
1965-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2,,,,,,136.2
1965-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,,,,,,134.9
1965-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,134.4
1966-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,,,,,,132.8
1966-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,131.9
1966-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,,,,,,130.4
1966-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,,,,,,131.3
1967-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9,,,,,,,,,,100.9,,,,,,131.1
1967-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2,,,,,,,,,,100.8,,,,,,130.1
1967-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,99.8,,,,,,131
1967-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6,,,,,,,,,,99.5,,,,,,133.6
1968-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1,,,,,,,,,,99.7,,,,,,132.2
1968-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,,,,,,,,,,101.7,,,,,,131.9
1968-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,,,,,,,,,,104.3,,,,,,131.8
1968-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,104.2,,,,,,131.3
1969-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,,,,,,,,,,104.7,,,,,,129.6
1969-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2,,,,,,,,,,105,,,,,,128.6
1969-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,,,,,,,,,,103.3,,,,,,127.5
1969-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2,,,,,,,,,,102.5,,,,,,128.1
1970-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3,,,,,,,,,,102.6,,,,,,128
1970-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,,,,,,,,,,101.8,,,,,,128
1970-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2,,,,,,,,,,103.2,,,,,,129.4
1970-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1,,,,,,,,,,102.1,,,,,,131.9
1971-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1,,,,,,,,,,101.3,,,,,,132.2
1971-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3,,,,,,,,,,102.5,,,,,,131.6
1971-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.4,,,,,,,,,,102.3,,,,,,133
1971-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8,,,,,,,,,,102,,,,,,134.2
1972-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,,,,,,,,,,101.5,,,,,,133.5
1972-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6,,,,,,,,,,103.9,,,,,,133.8
1972-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3,,,,,,,,,,104.3,,,,,,133.5
1972-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8,,,,,,,,,,103.8,,,,,,134.3
1973-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,,,,,,,,,,103,,,,,,133.6
1973-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4,,,,,,,,,,104.3,,,,,,133.2
1973-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,,,,,,,,,,102.1,,,,,,133
1973-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,,,,,,,,,,98.1,,,,,,132.8
1974-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,,,,,,,,,96.6,,,,,,131.9
1974-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,,,,,,,,,,93.4,,,,,,132.7
1974-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3,,,,,,,,,,90.4,,,,,,133
1974-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,,,,,,,,,,89.7,,,,,,133.8
1975-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4,,,,,,,,,,90.5,,,,,,133.1
1975-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,92.2,,,,,,133.8
1975-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1,,,,,,,,,,93.5,,,,,,133.3
1975-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6,,,,,,,,,,96,,,,,,134.4
1976-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2,,,,,,,,,,95.8,,,,,,133.1
1976-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4,,,,,,,,,,95.2,,,,,,133.1
1976-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2,,,,,,,,,,95.3,,,,,,133.4
1976-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.8,,,,,,,,,,97.4,,,,,,134.4
1977-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9,,,,,,,,,,96.2,,,,,,133.9
1977-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,,,,,,,,,,97.7,,,,,,134.3
1977-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,,,,,,,,,,99.2,,,,,,134.4
1977-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6,,,,,,,,,,98,,,,,,134.8
1978-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6,,,,,,,,,,96.7,,,,,,134.5
1978-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,99.5,,,,,,134.5
1978-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,,,,,,,,,,98.7,,,,,,134.8
1978-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1,,,,,,,,,,97.6,,,,,,134
1979-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1,,,,,,,,,,94.6,,,,,,132.7
1979-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,,,,,,,,,,95.2,,,,,,133.8
1979-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6,,,,,,,,,,94.2,,,,,,134.2
1979-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.7,,,,,,,,,,93.3,,,,,,134.5
1980-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8,,,,,,,,,,88.5,,,,,,133.1
1980-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,,,,,,,,,,85.4,,,,,,135.1
1980-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1,,,,,,,,,,83.3,,,,,,134.9
1980-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6,,,,,,,,,,83.2,,,,,,135.3
1981-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,,,,,,99.3,,,,,,,,,,84.5,,,,,,134.1
1981-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,,,,,,103.1,,,,,,,,,,85.8,,,,,,132.7
1981-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,72.3,,,,,,103.5,,,,,,,,,,86.2,,,,,,131.2
1981-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,,,,,,110.4,,,,,,,,,,86.1,,,,,,133
1982-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,74.6,,,,,,114.1,,,,,,,,,,87.2,,,,,,133.8
1982-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,75.7,,,,,,118.6,,,,,,,,,,88.1,,,,,,134.8
1982-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,76.9,,,,,,119,,,,,,,,,,88.9,,,,,,139.6
1982-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,79.8,,,,,,127.9,,,,,,,,,,89.1,,,,,,142.9
1983-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,80.1,,,,,,131.9,,,,,,,,,,88.4,,,,,,143.3
1983-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,79.3,,,,,,134.7,,,,,,,,,,90.1,,,,,,144.6
1983-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,78.6,,,,,,137.9,,,,,,,,,,91.9,,,,,,145.6
1983-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,79.8,,,,,,143.2,,,,,,,,,,91.9,,,,,,145.9
1984-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,143.8,,,,,,,,,,90.8,,,,,,145.3
1984-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,81.2,,,,,,144,,,,,,,,,,94.6,,,,,,145.3
1984-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,81.9,,,,,,145.8,,,,,,,,,,92.7,,,,,,147.9
1984-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,84.2,,,,,,147.3,,,,,,,,,,94.3,,,,,,151.4
1985-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,85.1,,,,,,147.7,,,,,,,,,,93.8,,,,,,152.8
1985-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,85.7,,,,,,151.1,,,,,,,,,,94.6,,,,,,156.6
1985-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,86.8,,,,,,155.2,,,,,,,,,,97,,,,,,158.5
1985-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,88.5,,,,,,164.6,,,,,,,,,,96.7,,,,,,164.6
1986-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,90.8,,,,,,172.4,,,,,,,,,,93.9,,,,,,166.9
1986-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,91.3,,,,,,177.4,,,,,,,,,,94.9,,,,,,168.7
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,92.1,,,,,,185.5,,,,,,,,,,90.8,,,,,,171.4
1986-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,93.6,,,,,,192,,,,,,,,,,89.7,,,,,,175.4
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,193.6,,,,,,,,,,86.4,,,,,,174.9
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,95.8,,,,,,195.3,,,,,,,,,,87.5,,,,,,175.2
1987-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,96.4,,,,,,194.6,,,,,,,,,,87,,,,,,174.6
1987-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,,,,,,193.6,,,,,,,,,,87.9,,,,,,176.8
1988-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,,,,,,192.2,,,,,,,,,,88.7,,,,,,177.1
