"Date","CANADA:Canada News-Based Policy Uncertainty Index"
1991-07-01,90.3523254394531
1991-08-01,76.4275054931641
1991-09-01,115.773445129395
1991-10-01,133.407119750977
1991-11-01,112.891151428223
1991-12-01,137.794662475586
1992-01-01,127.425773620605
1992-02-01,114.88916015625
1992-03-01,136.233810424805
1992-04-01,114.840965270996
1992-05-01,73.9991912841797
1992-06-01,101.019332885742
1992-07-01,74.151741027832
1992-08-01,64.9137344360352
1992-09-01,205.459274291992
1992-10-01,254.353912353516
1992-11-01,132.293579101562
1992-12-01,112.21630859375
1993-01-01,102.592254638672
1993-02-01,91.4481811523438
1993-03-01,120.154670715332
1993-04-01,89.4331588745117
1993-05-01,108.104721069336
1993-06-01,86.6684875488281
1993-07-01,121.660675048828
1993-08-01,109.615943908691
1993-09-01,128.023132324219
1993-10-01,124.169868469238
1993-11-01,105.749633789062
1993-12-01,92.6097259521484
1994-01-01,76.5568542480469
1994-02-01,69.1122512817383
1994-03-01,140.494552612305
1994-04-01,161.958251953125
1994-05-01,115.258193969727
1994-06-01,186.314895629883
1994-07-01,132.991195678711
1994-08-01,133.958953857422
1994-09-01,126.114120483398
1994-10-01,88.6899719238281
1994-11-01,93.3871002197266
1994-12-01,101.599990844727
1995-01-01,194.271423339844
1995-02-01,126.451599121094
1995-03-01,162.719772338867
1995-04-01,128.561462402344
1995-05-01,96.1779861450195
1995-06-01,102.167137145996
1995-07-01,109.088417053223
1995-08-01,63.0297813415527
1995-09-01,135.643295288086
1995-10-01,241.132247924805
1995-11-01,240.973785400391
1995-12-01,191.775115966797
1996-01-01,212.953155517578
1996-02-01,107.993209838867
1996-03-01,202.920852661133
1996-04-01,118.078399658203
1996-05-01,122.142204284668
1996-06-01,118.058174133301
1996-07-01,103.049301147461
1996-08-01,125.922882080078
1996-09-01,97.3415145874023
1996-10-01,184.987884521484
1996-11-01,136.501693725586
1996-12-01,94.3547897338867
1997-01-01,101.643379211426
1997-02-01,79.9273681640625
1997-03-01,127.804969787598
1997-04-01,66.1947937011719
1997-05-01,108.816627502441
1997-06-01,73.3361358642578
1997-07-01,44.0363960266113
1997-08-01,61.2861289978027
1997-09-01,55.5845642089844
1997-10-01,68.9865417480469
1997-11-01,83.7852096557617
1997-12-01,85.2606430053711
1998-01-01,119.922416687012
1998-02-01,119.860557556152
1998-03-01,88.2199630737305
1998-04-01,79.1626663208008
1998-05-01,107.926094055176
1998-06-01,102.990394592285
1998-07-01,112.556953430176
1998-08-01,168.674774169922
1998-09-01,142.734420776367
1998-10-01,195.251434326172
1998-11-01,152.683074951172
1998-12-01,112.93669128418
1999-01-01,101.688606262207
1999-02-01,67.5676498413086
1999-03-01,30.0970573425293
1999-04-01,45.1211814880371
1999-05-01,57.5239601135254
1999-06-01,67.0410003662109
1999-07-01,65.480110168457
1999-08-01,30.9612827301025
1999-09-01,62.3143692016602
1999-10-01,44.7009468078613
1999-11-01,51.0879936218262
1999-12-01,60.9864540100098
2000-01-01,46.928108215332
2000-02-01,45.7228355407715
2000-03-01,39.3226661682129
2000-04-01,53.1744651794434
2000-05-01,54.207691192627
2000-06-01,45.0495109558105
2000-07-01,40.8401641845703
2000-08-01,55.0539093017578
2000-09-01,45.2604637145996
2000-10-01,58.5730819702148
2000-11-01,90.431282043457
2000-12-01,65.8318481445312
2001-01-01,99.1381912231445
2001-02-01,77.2869110107422
2001-03-01,128.283126831055
2001-04-01,108.592224121094
2001-05-01,106.475357055664
2001-06-01,50.3675651550293
2001-07-01,83.3113632202148
2001-08-01,73.9986801147461
2001-09-01,194.678298950195
2001-10-01,215.941513061523
2001-11-01,183.884780883789
2001-12-01,119.717163085938
2002-01-01,122.817710876465
2002-02-01,84.7372055053711
2002-03-01,89.6325149536133
2002-04-01,82.182746887207
2002-05-01,70.7248611450195
2002-06-01,92.4893646240234
2002-07-01,94.110725402832
2002-08-01,120.202041625977
2002-09-01,119.032012939453
2002-10-01,167.83219909668
2002-11-01,137.456024169922
2002-12-01,94.8682403564453
2003-01-01,162.846755981445
2003-02-01,175.136138916016
2003-03-01,195.872436523438
2003-04-01,138.478271484375
2003-05-01,125.342468261719
2003-06-01,98.4730224609375
2003-07-01,76.9955368041992
2003-08-01,61.8998947143555
2003-09-01,71.9583740234375
2003-10-01,85.7925262451172
2003-11-01,82.7316131591797
2003-12-01,55.9457550048828
2004-01-01,56.3982162475586
2004-02-01,77.5668640136719
2004-03-01,68.0352172851562
2004-04-01,55.9721260070801
2004-05-01,80.0957794189453
2004-06-01,71.941535949707
2004-07-01,60.7238502502441
2004-08-01,72.1705703735352
2004-09-01,73.8944854736328
2004-10-01,62.5463829040527
2004-11-01,89.4120025634766
2004-12-01,47.2632789611816
2005-01-01,45.8558197021484
2005-02-01,40.4401321411133
2005-03-01,43.2698287963867
2005-04-01,90.7381286621094
2005-05-01,96.5050048828125
2005-06-01,61.1297454833984
2005-07-01,59.3229866027832
2005-08-01,54.6592788696289
2005-09-01,72.603630065918
2005-10-01,80.4852294921875
2005-11-01,81.4758529663086
2005-12-01,49.7194747924805
2006-01-01,70.6340637207031
2006-02-01,81.580207824707
2006-03-01,61.4633293151855
2006-04-01,61.7146034240723
2006-05-01,61.2588653564453
2006-06-01,61.303596496582
2006-07-01,58.8219566345215
2006-08-01,55.0061836242676
2006-09-01,59.1638717651367
2006-10-01,54.6414260864258
2006-11-01,80.3029022216797
2006-12-01,44.7512588500977
2007-01-01,53.3928298950195
2007-02-01,69.1999359130859
2007-03-01,74.0841979980469
2007-04-01,52.7989044189453
2007-05-01,70.1159286499023
2007-06-01,51.593189239502
2007-07-01,50.6594505310059
2007-08-01,60.7907638549805
2007-09-01,75.6923828125
2007-10-01,72.2829055786133
2007-11-01,82.8408203125
2007-12-01,97.9131240844727
2008-01-01,112.486763000488
2008-02-01,132.206893920898
2008-03-01,104.619911193848
2008-04-01,102.561820983887
2008-05-01,82.2161865234375
2008-06-01,76.6459121704102
2008-07-01,70.8818969726562
2008-08-01,100.204872131348
2008-09-01,184.167510986328
2008-10-01,360.295654296875
2008-11-01,267.135772705078
2008-12-01,268.986022949219
2009-01-01,250.74299621582
2009-02-01,193.669570922852
2009-03-01,166.987503051758
2009-04-01,136.462432861328
2009-05-01,120.577239990234
2009-06-01,91.7610855102539
2009-07-01,91.2755737304688
2009-08-01,96.6585235595703
2009-09-01,93.413200378418
2009-10-01,110.390663146973
2009-11-01,127.592697143555
2009-12-01,102.308074951172
2010-01-01,118.834686279297
2010-02-01,97.1226959228516
2010-03-01,141.965850830078
2010-04-01,103.856323242188
2010-05-01,143.360717773438
2010-06-01,139.382064819336
2010-07-01,153.935211181641
2010-08-01,144.828979492188
2010-09-01,202.231018066406
2010-10-01,211.829315185547
2010-11-01,182.556091308594
2010-12-01,142.254257202148
2011-01-01,128.367401123047
2011-02-01,180.776657104492
2011-03-01,172.458541870117
2011-04-01,142.331878662109
2011-05-01,171.893112182617
2011-06-01,161.538238525391
2011-07-01,203.418884277344
2011-08-01,337.307312011719
2011-09-01,280.670288085938
2011-10-01,300.833557128906
2011-11-01,399.846252441406
2011-12-01,309.374908447266
2012-01-01,235.516418457031
2012-02-01,184.259552001953
2012-03-01,187.779708862305
2012-04-01,173.859832763672
2012-05-01,258.172485351562
2012-06-01,249.106414794922
2012-07-01,187.671646118164
2012-08-01,177.266296386719
2012-09-01,211.172485351562
2012-10-01,218.480590820312
2012-11-01,382.539215087891
2012-12-01,238.725708007812
2013-01-01,223.526611328125
2013-02-01,174.392715454102
2013-03-01,258.241668701172
2013-04-01,206.530899047852
2013-05-01,220.810409545898
2013-06-01,143.973724365234
2013-07-01,135.839920043945
2013-08-01,143.076065063477
2013-09-01,133.109436035156
2013-10-01,264.022796630859
2013-11-01,135.224975585938
2013-12-01,132.983703613281
2014-01-01,132.787445068359
2014-02-01,165.511901855469
2014-03-01,199.524169921875
2014-04-01,123.925811767578
2014-05-01,126.084121704102
2014-06-01,111.176399230957
2014-07-01,143.092178344727
2014-08-01,155.509323120117
2014-09-01,140.344604492188
2014-10-01,159.835754394531
2014-11-01,216.450836181641
2014-12-01,147.4951171875
2015-01-01,286.051513671875
2015-02-01,240.589416503906
2015-03-01,131.635894775391
2015-04-01,177.3994140625
2015-05-01,213.998153686523
2015-06-01,174.027816772461
2015-07-01,179.121307373047
2015-08-01,176.80305480957
2015-09-01,205.356643676758
2015-10-01,199.571395874023
2015-11-01,142.000747680664
2015-12-01,128.380416870117
2016-01-01,156.003540039062
2016-02-01,186.643173217773
2016-03-01,218.515258789062
2016-04-01,156.833572387695
2016-05-01,151.523864746094
2016-06-01,276.668914794922
2016-07-01,260.125122070312
2016-08-01,237.581024169922
2016-09-01,164.455764770508
2016-10-01,243.580917358398
2016-11-01,442.371429443359
2016-12-01,298.574645996094
2017-01-01,338.155456542969
2017-02-01,257.489135742188
2017-03-01,261.408325195312
2017-04-01,197.814010620117
