"Date","Net"
1997-07-01,0.839098932
1997-08-01,0.719065651
1997-09-01,1.063531067
1997-10-01,1.105909769
1997-11-01,1.062562883
1997-12-01,1.236627356
1998-01-01,0.406565014
1998-02-01,1.277250053
1998-03-01,1.240549993
1998-04-01,1.222644461
1998-05-01,1.218089072
1998-06-01,1.21349037
1998-07-01,1.31020726
1998-08-01,0.890965033
1998-09-01,1.541570111
1998-10-01,1.365980932
1998-11-01,0.890223361
1998-12-01,1.413821095
1999-01-01,0.753977001
1999-02-01,0.931146037
1999-03-01,1.303481586
1999-04-01,1.036965818
1999-05-01,0.820083988
1999-06-01,1.162357239
1999-07-01,1.242518439
1999-08-01,0.697121028
1999-09-01,1.374899499
1999-10-01,1.169037502
1999-11-01,0.663257238
1999-12-01,1.124702803
2000-01-01,0.520528904
2000-02-01,1.179281636
2000-03-01,1.105278106
2000-04-01,1.140812917
2000-05-01,0.575024364
2000-06-01,1.192636666
2000-07-01,1.00045989
2000-08-01,0.606278862
2000-09-01,1.293140238
2000-10-01,0.689005075
2000-11-01,0.595585405
2000-12-01,0.817742729
2001-01-01,-0.0985200860000002
2001-02-01,0.875715318
2001-03-01,0.907989259
2001-04-01,0.660918758
2001-05-01,0.075980972
2001-06-01,0.758995328
2001-07-01,0.417119414
2001-08-01,0.309820193
2001-09-01,1.043022674
2001-10-01,0.461068302
2001-11-01,0.492159405
2001-12-01,0.659441772
2002-01-01,0.170029995
2002-02-01,0.777305219
2002-03-01,1.257859566
2002-04-01,0.8271804
2002-05-01,0.617207883
2002-06-01,1.220926914
2002-07-01,0.744877685000001
2002-08-01,0.639226905000001
2002-09-01,1.051038204
2002-10-01,0.891929923
2002-11-01,0.889617696000001
2002-12-01,0.7942494
2003-01-01,0.0961277639999998
2003-02-01,0.927182729
2003-03-01,0.960440164
2003-04-01,0.828516361
2003-05-01,0.689279444
2003-06-01,0.837771545
2003-07-01,0.789173984
2003-08-01,0.778461614
2003-09-01,1.097759027
2003-10-01,1.069614653
2003-11-01,0.989929347
2003-12-01,1.122070188
2004-01-01,0.488279988
2004-02-01,1.395677171
2004-03-01,1.118578993
2004-04-01,1.074745736
2004-05-01,0.936115274
2004-06-01,1.140573696
2004-07-01,1.128634985
2004-08-01,0.572938898
2004-09-01,1.21323326
2004-10-01,1.154057606
2004-11-01,0.597293416
2004-12-01,1.133213725
2005-01-01,0.188171939
2005-02-01,1.084057178
2005-03-01,1.110597653
2005-04-01,0.947536497
2005-05-01,0.284747289
2005-06-01,0.858322819
2005-07-01,0.861957551
2005-08-01,0.102574724
2005-09-01,0.948594525
2005-10-01,0.817866395999999
2005-11-01,0.594416764
2005-12-01,0.908308641
2006-01-01,-0.394391012
2006-02-01,0.909769189
2006-03-01,0.939162023
2006-04-01,0.610640528
2006-05-01,0.356319290999999
2006-06-01,0.799739492
2006-07-01,0.851110417
2006-08-01,0.191765982
2006-09-01,1.006758944
2006-10-01,0.613379365
2006-11-01,0.907963164
2006-12-01,1.109662937
2007-01-01,0.00179544600000003
2007-02-01,0.961481442
2007-03-01,1.602622428
2007-04-01,0.90305736
2007-05-01,0.395546486
2007-06-01,1.245954143
2007-07-01,0.681958744
2007-08-01,0.743648966999999
2007-09-01,1.608675239
2007-10-01,0.999439166
2007-11-01,0.784393339
2007-12-01,0.866944425000001
2008-01-01,-0.106311997
2008-02-01,0.93582057
2008-03-01,1.09618158
2008-04-01,0.458727587999999
2008-05-01,0.341109556
2008-06-01,0.104100491000001
2008-07-01,0.0819172080000001
2008-08-01,-0.314232397
2008-09-01,0.0909704199999997
2008-10-01,-0.0752142620000003
2008-11-01,-0.227504508
2008-12-01,-0.322226568
2009-01-01,-0.967936404
2009-02-01,0.070847712
2009-03-01,-0.00540699999999994
2009-04-01,0.048988005
2009-05-01,0.281391426
2009-06-01,0.486991421
2009-07-01,0.365668043
2009-08-01,0.165217926
2009-09-01,0.517629139
2009-10-01,0.800059373000001
2009-11-01,0.365257027
2009-12-01,0.542529641000001
2010-01-01,0.0430823479999995
2010-02-01,0.638277610999999
2010-03-01,0.931935150999999
2010-04-01,0.72924114
2010-05-01,0.309127008
2010-06-01,0.670522601
2010-07-01,0.784610689
2010-08-01,0.0637525139999999
2010-09-01,0.774314333
2010-10-01,0.812627601
2010-11-01,0.157620547
2010-12-01,0.719558313
2011-01-01,-0.497158056
2011-02-01,0.636987061
2011-03-01,0.170930172999999
2011-04-01,-0.477737505
2011-05-01,-0.860683707000001
2011-06-01,0.0644516800000003
2011-07-01,0.0697399690000005
2011-08-01,-0.777455345
2011-09-01,0.288772756
2011-10-01,-0.283013694
2011-11-01,-0.691236738
2011-12-01,-0.208308824
2012-01-01,-1.490675334
2012-02-01,0.0258944190000001
2012-03-01,-0.0818355030000006
2012-04-01,-0.518428091000001
2012-05-01,-0.907931331
2012-06-01,0.0560805570000005
2012-07-01,-0.528550678999999
2012-08-01,-0.768435275
2012-09-01,-0.568194022
2012-10-01,-0.556195395
2012-11-01,-0.957040597
2012-12-01,-0.645748374
2013-01-01,-1.633117331
2013-02-01,-0.77332617
2013-03-01,-0.356897137
2013-04-01,-0.877365793
2013-05-01,-0.991321472
2013-06-01,-0.180527519
2013-07-01,-1.032456185
2013-08-01,-0.971408245
2013-09-01,-0.9432491
2013-10-01,-1.100426405
2013-11-01,-1.301090149
2013-12-01,-1.307166715
2014-01-01,-2.795115375
2014-02-01,-0.806128867999999
2014-03-01,-1.450136037
2014-04-01,-0.825527002
2014-05-01,-0.917223384000001
2014-06-01,-0.834057119000001
2014-07-01,-0.966540191
2014-08-01,-0.953214558
2014-09-01,-0.961981139
2014-10-01,-0.741758784000001
2014-11-01,-0.898821007
2014-12-01,-0.665580958
2015-01-01,-1.160460011
2015-02-01,-0.426034609
2015-03-01,0.223462263
2015-04-01,-0.0583411109999998
2015-05-01,-0.215350029000001
2015-06-01,-0.0609027380000002
2015-07-01,-0.261391057
2015-08-01,-0.567540312999999
2015-09-01,-0.121284734000001
2015-10-01,0.104786112
2015-11-01,-0.387498063000001
2015-12-01,0.138947359
2016-01-01,-0.657004495000001
2016-02-01,0.2354568
2016-03-01,0.744886544
2016-04-01,0.811259333000001
2016-05-01,-0.0473391379999999
2016-06-01,0.686471031
2016-07-01,0.504524799
2016-08-01,-0.0346235139999997
2016-09-01,0.486586760000001
2016-10-01,0.48115416
2016-11-01,0.146518933
2016-12-01,0.635905285
2017-01-01,-1.091873721
2017-02-01,0.811130999
2017-03-01,0.610295179
2017-04-01,0.479166820000001
2017-05-01,-0.206415674
2017-06-01,0.439846888000001
