"Date","NETHERLANDS:EBO Index","NETHERLANDS:EBO-NL Index"
2010-03-01,88.3539114836487,89.4570208298595
2010-04-01,91.9532191555875,55.4134577759543
2010-05-01,181.537288717248,97.0586413077992
2010-06-01,132.092371412323,103.732734101776
2010-07-01,118.136722848288,99.9148494790024
2010-08-01,149.886444481893,86.8315769465453
2010-09-01,181.912883001791,144.278683912966
2010-10-01,111.495138107001,101.919454027724
2010-11-01,122.373886508491,60.3966976777743
2010-12-01,93.0520967203212,72.7874609488361
2011-01-01,114.761174480786,69.7301641177559
2011-02-01,76.0949830724293,58.5587277141615
2011-03-01,84.4447380006627,79.7654520610714
2011-04-01,75.6008696086639,54.700295143798
2011-05-01,79.2278648049333,55.6801432998397
2011-06-01,111.901589515843,80.3782054913995
2011-07-01,76.8592992523341,30.1240992717717
2011-08-01,199.527568874375,156.843489835738
2011-09-01,233.73110601772,244.204885520598
2011-10-01,123.093896941094,88.7052319696562
2011-11-01,172.268847448474,155.778961857144
2011-12-01,135.120010006659,121.34734140792
2012-01-01,134.682289388896,101.058987565194
2012-02-01,124.587418769296,124.777219286795
2012-03-01,157.768842366083,217.166413229591
2012-04-01,98.8540183301087,107.783003169441
2012-05-01,129.719488933367,170.166436130161
2012-06-01,134.404833501589,134.271994962477
2012-07-01,91.6312984175206,37.8070665280187
2012-08-01,107.850985701411,107.166797652311
2012-09-01,143.821382792446,157.22845647712
2012-10-01,107.489205071528,86.4712883318113
2012-11-01,192.690888926854,183.767975182814
2012-12-01,175.365782103994,189.93961140365
2013-01-01,159.446277380553,132.060507521136
2013-02-01,160.567370116292,181.049365403092
2013-03-01,158.423268210245,199.42669673109
2013-04-01,212.294403433188,302.184377250855
2013-05-01,143.62164469644,125.652104871712
2013-06-01,202.514538959392,183.807444947766
2013-07-01,92.5284277848576,94.7822467296756
2013-08-01,161.313762543613,162.883645012918
2013-09-01,133.505398576854,172.94730373645
2013-10-01,92.306866971457,84.2226708909087
2013-11-01,101.505262245876,130.397515839704
2013-12-01,96.39313975017,116.408002663203
2014-01-01,104.979942417206,101.954419622039
2014-02-01,87.2805509505537,72.9537203751006
2014-03-01,99.6099597063388,119.233264697234
2014-04-01,74.5403208662827,59.072084665364
2014-05-01,80.0143166810879,93.5131191394581
2014-06-01,78.6232402151811,59.3619010627815
2014-07-01,70.459469322251,79.6062985806283
2014-08-01,120.922641858169,160.422492179129
2014-09-01,130.823541069047,170.596015784409
2014-10-01,101.987440765239,61.7163632839275
2014-11-01,68.5609375944755,62.7619498512235
2014-12-01,122.886218155422,141.346529741632
2015-01-01,78.7891962139927,62.3790445228804
2015-02-01,62.0531022578495,69.5293796524025
2015-03-01,95.1410761829508,81.5369981480607
2015-04-01,43.4467239886063,58.6913556393548
2015-05-01,76.0044134203859,44.9153377821082
2015-06-01,106.169201018676,133.474882594039
2015-07-01,109.463503265308,54.2292692927431
2015-08-01,103.431488219528,95.8090609157142
2015-09-01,108.093297251172,156.045065659947
2015-10-01,69.6455110349787,62.8567291698873
2015-11-01,61.8276001903555,48.8678192036086
2015-12-01,99.4191065423167,68.910038692463
2016-01-01,105.062065614909,64.7822554030046
2016-02-01,67.0543871555384,54.9542750562071
2016-03-01,98.4001335250992,100.05262905729
2016-04-01,63.9157261267916,45.1121583706527
2016-05-01,61.335461815657,51.8390468260483
2016-06-01,99.8920122799853,106.92630882142
2016-07-01,79.8363979575171,61.3395365795517
2016-08-01,91.8708277563311,85.9595161249337
2016-09-01,103.034390902253,129.227820287207
2016-10-01,52.9814231958054,29.3706804279207
2016-11-01,80.042556296768,64.7337752494767
2016-12-01,91.3490422516485,101.320328469313
2017-01-01,91.4846319974428,51.0273340655992
2017-02-01,78.2532543235423,112.534520398383
2017-03-01,104.774848937397,99.9288422559202
2017-04-01,48.8564137122728,37.3928753807565
