Date,総数,0~4歳,5~9,10~14,15~19,20~24,25~29,30~34,35~39,40~44,45~49,50~54,55~59,60~64,65~69,70~74,75~79,80~84,85~89,90~94,95~99,100歳以上,0~14歳,15~64,65歳以上,うち75歳以上,うち85歳以上,種別,85歳以上,75歳以上
2001-10-01,6160,299,305,324,373,413,484,463,397,385,423,546,407,382,343,275,NA,NA,NA,NA,NA,NA,929,4273,958,NA,NA,NA,NA,340
2001-11-01,6161,300,305,324,372,412,483,466,396,385,422,545,407,384,344,275,179,94,NA,NA,NA,NA,928,4271,961,NA,NA,NA,69,NA
2001-12-01,6160,299,305,323,372,411,482,467,396,384,420,544,407,385,344,275,180,95,NA,NA,NA,NA,928,4269,963,NA,NA,NA,69,NA
2002-01-01,6158,299,304,323,372,411,481,468,396,384,419,544,407,386,344,275,181,95,NA,NA,NA,NA,926,4268,964,NA,NA,NA,69,NA
2002-02-01,6156,299,305,322,371,410,479,468,397,384,416,541,408,387,345,276,183,96,NA,NA,NA,NA,926,4261,970,NA,NA,NA,70,NA
2002-03-01,6153,299,304,322,370,407,477,468,398,384,414,540,408,388,346,276,184,96,NA,NA,NA,NA,925,4255,973,NA,NA,NA,71,NA
2002-04-01,6158,299,304,320,369,408,477,467,401,385,412,539,410,388,346,278,186,97,NA,NA,NA,NA,924,4256,978,NA,NA,NA,71,NA
2002-05-01,6155,299,304,320,369,407,475,466,401,385,411,537,411,388,346,278,187,97,NA,NA,NA,NA,924,4251,980,NA,NA,NA,71,NA
2002-06-01,6157,299,304,320,369,406,474,467,403,385,410,535,413,389,346,279,188,97,NA,NA,NA,NA,923,4251,982,NA,NA,NA,71,NA
2002-07-01,6158,299,304,319,368,405,474,468,405,385,409,533,415,389,347,280,189,97,NA,NA,NA,NA,922,4252,984,NA,NA,NA,71,NA
2002-08-01,6156,298,304,318,366,404,473,469,406,385,407,530,418,390,347,281,190,97,NA,NA,NA,NA,920,4249,987,NA,NA,NA,72,NA
2002-09-01,6157,298,304,318,366,402,471,470,408,386,406,528,421,391,348,281,191,97,NA,NA,NA,NA,920,4248,989,NA,NA,NA,72,NA
2002-10-01,6159,298,304,318,365,402,470,471,409,387,404,525,424,391,348,282,192,98,NA,NA,NA,NA,920,4247,992,NA,NA,NA,72,NA
2002-11-01,6158,298,304,317,364,401,469,472,410,387,402,522,426,391,349,283,193,98,NA,NA,NA,NA,919,4244,996,NA,NA,NA,72,NA
2002-12-01,6160,298,304,316,364,401,468,473,411,387,402,520,428,390,349,284,194,99,NA,NA,NA,NA,14.9,68.9,16.2,NA,NA,NA,73,5.9
2003-01-01,6158,298,303,316,363,401,466,473,411,387,401,518,430,391,349,285,195,99,NA,NA,NA,NA,14.9,68.9,16.2,NA,NA,NA,72,5.9
2003-02-01,6162,298,304,316,362,400,465,475,412,388,399,514,434,391,350,286,196,100,NA,NA,NA,NA,14.9,68.8,16.3,NA,NA,NA,73,6
2003-03-01,6156,297,304,315,361,397,463,475,412,387,398,511,436,391,351,287,198,100,NA,NA,NA,NA,14.9,68.7,16.4,NA,NA,NA,73,6
2003-04-01,6163,297,304,314,360,398,462,477,413,388,397,508,439,393,351,287,199,101,NA,NA,NA,NA,14.8,68.7,16.4,NA,NA,NA,74,6.1
2003-05-01,6163,297,304,314,359,398,460,477,413,388,397,506,441,394,351,288,200,102,NA,NA,NA,NA,14.8,68.7,16.5,NA,NA,NA,74,6.1
2003-06-01,6165,297,304,314,359,397,460,478,415,389,396,504,443,394,351,288,201,102,NA,NA,NA,NA,14.8,68.7,16.5,NA,NA,NA,74,6.1
2003-07-01,6163,296,304,313,358,396,458,479,415,389,395,502,445,395,351,288,202,102,NA,NA,NA,NA,14.8,68.7,16.5,NA,NA,NA,74,6.1
2003-08-01,6161,296,304,312,356,395,457,479,417,388,394,500,447,397,351,289,203,102,NA,NA,NA,NA,14.8,68.7,16.5,NA,NA,NA,74,6.2
2003-09-01,6161,295,304,312,356,393,455,480,418,389,394,498,448,399,350,289,204,103,NA,NA,NA,NA,14.8,68.7,16.6,NA,NA,NA,74,6.2
2003-10-01,6162,295,304,311,355,393,454,481,419,389,393,495,449,401,350,289,205,103,NA,NA,NA,NA,14.8,68.6,16.6,NA,NA,NA,75,6.2
2003-11-01,6160,294,304,310,354,392,452,482,420,389,393,491,451,403,349,289,206,104,NA,NA,NA,NA,14.8,68.6,16.6,NA,NA,NA,75,6.3
2003-12-01,6162,294,304,310,354,392,451,483,421,389,393,489,453,404,349,290,207,105,NA,NA,NA,NA,14.7,68.6,16.7,NA,NA,NA,75,6.3
2004-01-01,6160,294,304,309,353,392,450,483,422,389,393,487,454,405,348,290,208,106,NA,NA,NA,NA,14.7,68.6,16.7,NA,NA,NA,75,6.3
2004-02-01,6162,294,304,309,352,391,449,483,423,388,392,482,457,407,349,291,209,107,NA,NA,NA,NA,14.7,68.6,16.7,NA,NA,NA,76,6.4
2004-03-01,6158,294,304,309,351,389,447,484,423,388,391,479,458,409,349,291,210,108,NA,NA,NA,NA,14.7,68.5,16.8,NA,NA,NA,76,6.4
2004-04-01,6159,293,303,308,349,390,446,484,424,388,390,476,460,411,348,292,212,110,NA,NA,NA,NA,14.7,68.5,16.8,NA,NA,NA,76,6.5
2004-05-01,6155,293,303,308,349,389,443,483,424,388,390,473,461,412,347,292,213,110,NA,NA,NA,NA,14.7,68.4,16.9,NA,NA,NA,76,6.5
2004-06-01,6160,293,303,308,348,389,443,484,426,389,391,471,463,414,347,292,213,110,NA,NA,NA,NA,14.7,68.5,16.9,NA,NA,NA,76,6.5
2004-07-01,6158,292,303,308,347,388,441,485,426,389,391,468,465,415,347,293,214,111,NA,NA,NA,NA,14.7,68.4,16.9,NA,NA,NA,76,6.5
2004-08-01,6159,292,302,307,345,388,440,486,427,390,390,465,468,416,347,293,215,111,NA,NA,NA,NA,14.6,68.4,16.9,NA,NA,NA,76,6.5
2004-09-01,6157,292,302,308,344,386,438,487,428,390,389,462,470,417,347,294,215,112,NA,NA,NA,NA,14.6,68.4,17,NA,NA,NA,77,6.6
2004-10-01,61597,2914,3015,3082,3431,3858,4366,4875,4284,3914,3891,4596,4733,4172,3470,2941,2161,1125,NA,NA,NA,NA,14.6,68.4,17,NA,NA,NA,769,6.6
2004-11-01,61597,2913,3009,3082,3420,3849,4356,4885,4290,3921,3884,4565,4756,4175,3474,2945,2166,1134,NA,NA,NA,NA,14.6,68.3,17,NA,NA,NA,773,6.6
2004-12-01,61590,2912,3006,3081,3410,3843,4345,4890,4293,3925,3876,4537,4783,4169,3480,2949,2173,1142,NA,NA,NA,NA,14.6,68.3,17.1,NA,NA,NA,778,6.6
2005-01-01,61604,2907,2999,3075,3406,3843,4338,4892,4302,3937,3875,4515,4815,4167,3481,2950,2176,1146,NA,NA,NA,NA,14.6,68.3,17.1,NA,NA,NA,778,6.7
2005-02-01,61574,2904,2999,3077,3399,3828,4323,4886,4303,3936,3858,4491,4857,4134,3485,2962,2186,1159,NA,NA,NA,NA,14.6,68.2,17.2,NA,NA,NA,787,6.7
2005-03-01,61534,2898,3000,3075,3389,3803,4305,4884,4303,3939,3851,4466,4876,4129,3486,2973,2195,1167,NA,NA,NA,NA,14.6,68.2,17.2,NA,NA,NA,793,6.8
2005-04-01,61563,2894,2998,3068,3378,3812,4301,4886,4310,3946,3851,4448,4898,4123,3486,2980,2204,1178,NA,NA,NA,NA,14.6,68.1,17.3,NA,NA,NA,801,6.8
2005-05-01,61488,2888,2996,3068,3374,3805,4279,4870,4306,3946,3845,4427,4904,4116,3487,2985,2209,1182,NA,NA,NA,NA,14.6,68.1,17.3,NA,NA,NA,801,6.8
2005-06-01,61528,2884,2998,3067,3367,3799,4273,4875,4322,3957,3847,4417,4926,4117,3488,2990,2212,1187,NA,NA,NA,NA,14.5,68.1,17.4,NA,NA,NA,802,6.8
2005-07-01,61518,2880,2996,3067,3359,3793,4263,4873,4328,3965,3844,4400,4947,4105,3493,2992,2217,1191,NA,NA,NA,NA,14.5,68.1,17.4,NA,NA,NA,803,6.8
2005-08-01,61528,2874,2987,3056,3342,3787,4255,4875,4342,3980,3842,4382,4977,4100,3503,2999,2224,1197,NA,NA,NA,NA,14.5,68.1,17.4,NA,NA,NA,806,6.9
2005-09-01,61504,2868,2989,3061,3336,3768,4241,4871,4340,3991,3835,4362,4997,4093,3505,3005,2231,1204,NA,NA,NA,NA,14.5,68,17.5,6.9,NA,NA,809,NA
2005-10-01,61620,2868,2996,3066,3332,3772,4238,4878,4350,4015,3841,4351,5030,4087,3508,3016,2240,1215,NA,NA,NA,NA,14.5,68,17.5,6.9,NA,NA,816,NA
2005-11-01,61626,2863,2998,3062,3322,3768,4229,4880,4348,4032,3837,4332,5056,4073,3510,3027,2246,1226,NA,NA,NA,NA,14.5,68,17.6,7,NA,NA,819,NA
2005-12-01,61601,2857,3000,3060,3313,3763,4220,4875,4347,4038,3830,4309,5086,4046,3507,3037,2255,1235,NA,NA,NA,NA,14.5,67.9,17.6,7,NA,NA,822,NA
2006-01-01,61617,2849,2998,3053,3309,3767,4210,4873,4364,4048,3832,4290,5122,4030,3511,3043,2255,1242,NA,NA,NA,NA,14.4,67.9,17.6,7,NA,NA,820,NA
2006-02-01,61638,2845,3000,3057,3303,3756,4197,4870,4392,4037,3830,4265,5178,3986,3515,3056,2268,1257,NA,NA,NA,NA,14.4,67.8,17.7,7.1,NA,NA,827,NA
2006-03-01,61545,2843,2998,3056,3294,3731,4178,4857,4405,4014,3816,4235,5203,3955,3519,3064,2275,1269,NA,NA,NA,NA,14.5,67.7,17.8,7.1,NA,NA,832,NA
2006-04-01,61574,2842,2995,3048,3282,3746,4172,4855,4435,4000,3813,4219,5238,3927,3525,3067,2283,1286,NA,NA,NA,NA,14.4,67.7,17.9,7.2,NA,NA,841,NA
2006-05-01,61555,2837,2994,3052,3282,3740,4155,4842,4458,3984,3813,4207,5260,3905,3531,3073,2287,1294,NA,NA,NA,NA,14.4,67.7,17.9,7.2,NA,NA,841,NA
2006-06-01,61557,2835,2993,3053,3275,3734,4146,4840,4489,3972,3811,4196,5281,3892,3534,3075,2287,1303,NA,NA,NA,NA,14.4,67.6,17.9,7.2,NA,NA,841,NA
2006-07-01,61552,2832,2992,3053,3269,3730,4136,4833,4516,3964,3807,4185,5290,3883,3543,3077,2290,1310,NA,NA,NA,NA,14.4,67.6,18,7.2,NA,NA,842,NA
2006-08-01,61583,2803,3017,3060,3278,3672,3989,4810,4544,3968,3809,4180,5333,3934,3597,3110,2313,1327,NA,NA,NA,NA,14.4,67.4,18.2,7.3,NA,NA,840,NA
2006-08-01,61565,2827,2982,3044,3255,3724,4126,4831,4550,3958,3810,4171,5301,3883,3560,3085,2297,1317,NA,NA,NA,NA,14.4,67.6,18,7.2,NA,NA,844,NA
2006-09-01,61565,2797,3011,3055,3268,3663,3977,4801,4572,3959,3809,4166,5333,3931,3612,3114,2319,1335,NA,NA,NA,NA,14.4,67.4,18.2,7.3,NA,NA,843,NA
2006-10-01,61568,2792,3011,3055,3260,3656,3966,4792,4600,3953,3808,4158,5323,3935,3625,3119,2324,1343,NA,NA,NA,NA,14.4,67.3,18.3,7.3,NA,NA,846,NA
2006-11-01,61562,2787,3009,3054,3252,3653,3958,4782,4625,3946,3804,4147,5312,3939,3638,3122,2328,1354,NA,NA,NA,NA,14.4,67.3,18.3,7.4,NA,NA,851,NA
2006-12-01,61557,2785,3007,3053,3247,3652,3949,4773,4644,3944,3802,4132,5302,3941,3651,3126,2328,1365,NA,NA,NA,NA,14.4,67.2,18.4,7.4,NA,NA,856,NA
2007-01-01,61587,2785,3007,3053,3244,3656,3942,4766,4661,3951,3807,4120,5305,3942,3665,3129,2328,1371,NA,NA,NA,NA,14.4,67.2,18.4,7.4,NA,NA,856,NA
2007-02-01,61546,2780,3003,3051,3235,3650,3931,4747,4652,3958,3803,4094,5282,3949,3679,3143,2337,1387,NA,NA,NA,NA,14.4,67.1,18.5,7.5,NA,NA,865,NA
2007-03-01,61540,2777,3003,3048,3230,3645,3922,4731,4649,3972,3806,4072,5272,3957,3689,3150,2345,1399,NA,NA,NA,NA,14.3,67,18.6,7.5,NA,NA,871,NA
2007-04-01,61533,2775,3004,3048,3222,3644,3911,4717,4641,3990,3810,4053,5256,3968,3690,3152,2357,1414,NA,NA,NA,NA,14.3,67,18.7,7.6,NA,NA,880,NA
2007-05-01,61513,2771,3001,3046,3215,3640,3897,4705,4641,4002,3811,4039,5242,3985,3696,3157,2364,1421,NA,NA,NA,NA,14.3,66.9,18.7,7.6,NA,NA,881,NA
2007-06-01,61506,2768,2997,3046,3209,3640,3885,4695,4644,4017,3812,4027,5225,4003,3699,3159,2371,1428,NA,NA,NA,NA,14.3,66.9,18.8,7.6,NA,NA,881,NA
2007-07-01,61515,2766,2995,3047,3204,3637,3877,4686,4652,4032,3813,4016,5205,4024,3706,3161,2377,1433,NA,NA,NA,NA,14.3,66.9,18.8,7.6,NA,NA,882,NA
2007-08-01,61529,2764,2994,3048,3197,3634,3868,4676,4660,4049,3816,4004,5180,4050,3716,3164,2384,1440,NA,NA,NA,NA,14.3,66.9,18.8,7.7,NA,NA,884,NA
2007-09-01,61509,2759,2987,3042,3187,3623,3859,4663,4670,4062,3820,3990,5152,4077,3723,3170,2390,1449,NA,NA,NA,NA,14.3,66.8,18.9,7.7,NA,NA,886,NA
2007-10-01,61511,2755,2986,3041,3182,3613,3850,4651,4680,4074,3827,3976,5124,4102,3727,3177,2398,1457,NA,NA,NA,NA,14.3,66.8,18.9,7.7,NA,NA,890,NA
2007-11-01,61497,2755,2984,3039,3176,3608,3840,4637,4688,4080,3832,3959,5096,4127,3726,3181,2407,1466,NA,NA,NA,NA,14.3,66.7,19,7.8,NA,NA,895,NA
2007-12-01,61490,2755,2981,3039,3171,3603,3834,4624,4696,4089,3834,3947,5072,4146,3721,3186,2418,1475,NA,NA,NA,NA,14.3,66.7,19,7.8,NA,NA,899,NA
2008-01-01,61517,2754,2980,3040,3168,3603,3832,4612,4709,4100,3841,3942,5059,4164,3725,3191,2422,1478,NA,NA,NA,NA,14.3,66.7,19,7.8,NA,NA,898,NA
2008-02-01,61472,2751,2976,3038,3163,3592,3823,4590,4713,4096,3835,3924,5017,4195,3725,3198,2436,1492,NA,NA,NA,NA,14.3,66.6,19.1,7.9,NA,NA,908,NA
2008-03-01,61457,2751,2973,3038,3157,3585,3816,4573,4719,4098,3838,3912,4985,4219,3732,3203,2442,1503,NA,NA,NA,NA,14.3,66.6,19.2,7.9,NA,NA,914,NA
2008-04-01,61453,2751,2971,3039,3152,3577,3811,4555,4727,4104,3839,3901,4957,4239,3739,3203,2448,1517,NA,NA,NA,NA,14.3,66.5,19.3,8,NA,NA,925,NA
2008-05-01,61431,2749,2966,3038,3147,3569,3803,4537,4729,4109,3841,3894,4934,4259,3749,3207,2452,1523,NA,NA,NA,NA,14.2,66.5,19.3,8,NA,NA,926,NA
2008-06-01,61428,2746,2962,3038,3142,3563,3794,4525,4739,4121,3843,3889,4914,4281,3755,3207,2454,1529,NA,NA,NA,NA,14.2,66.4,19.3,8,NA,NA,927,NA
2008-07-01,61433,2745,2959,3040,3139,3559,3786,4512,4749,4132,3844,3883,4895,4301,3766,3204,2456,1535,NA,NA,NA,NA,14.2,66.4,19.4,8,NA,NA,928,NA
2008-08-01,61443,2743,2957,3042,3134,3554,3780,4496,4757,4146,3847,3875,4876,4319,3782,3203,2458,1544,NA,NA,NA,NA,14.2,66.4,19.4,8,NA,NA,930,NA
2008-09-01,61424,2740,2946,3038,3122,3544,3773,4482,4767,4158,3851,3866,4854,4332,3802,3201,2461,1552,NA,NA,NA,NA,14.2,66.3,19.5,8.1,NA,NA,934,NA
2008-10-01,61424,2740,2942,3040,3114,3536,3767,4467,4775,4167,3853,3862,4828,4345,3825,3199,2464,1562,NA,NA,NA,NA,14.2,66.3,19.5,8.1,NA,NA,938,NA
2008-11-01,61412,2740,2937,3042,3104,3533,3761,4451,4782,4175,3850,3862,4796,4359,3843,3193,2468,1570,NA,NA,NA,NA,14.2,66.2,19.6,8.1,NA,NA,946,NA
2008-12-01,61406,2739,2933,3042,3098,3529,3757,4436,4789,4185,3848,3862,4765,4375,3855,3190,2471,1578,NA,NA,NA,NA,14.2,66.2,19.6,8.1,NA,NA,953,NA
2009-01-01,61429,2741,2931,3044,3096,3525,3756,4423,4798,4198,3851,3862,4749,4390,3869,3184,2477,1581,NA,NA,NA,NA,14.2,66.2,19.6,8.2,NA,NA,954,NA
2009-02-01,61389,2739,2926,3042,3091,3515,3749,4402,4795,4201,3843,3849,4705,4418,3882,3191,2483,1593,NA,NA,NA,NA,14.2,66.1,19.7,8.2,NA,NA,967,NA
2009-03-01,61365,2737,2923,3041,3088,3504,3745,4384,4795,4203,3842,3840,4677,4428,3901,3191,2487,1602,NA,NA,NA,NA,14.2,66,19.8,8.3,NA,NA,977,NA
2009-04-01,61359,2736,2921,3041,3085,3495,3742,4367,4797,4210,3841,3836,4646,4444,3916,3186,2493,1615,NA,NA,NA,NA,14.2,65.9,19.9,8.3,NA,NA,990,NA
2009-05-01,61341,2733,2915,3038,3083,3487,3737,4348,4796,4217,3842,3838,4617,4459,3936,3184,2497,1621,NA,NA,NA,NA,14.2,65.9,19.9,8.3,NA,NA,991,NA
2009-06-01,61339,2732,2909,3035,3081,3481,3734,4334,4801,4227,3847,3841,4588,4478,3951,3180,2501,1626,NA,NA,NA,NA,14.1,65.9,20,8.3,NA,NA,992,NA
2009-07-01,61337,2733,2907,3034,3082,3475,3728,4320,4806,4234,3852,3838,4563,4497,3961,3179,2503,1631,NA,NA,NA,NA,14.1,65.9,20,8.4,NA,NA,994,NA
2009-08-01,61355,2733,2905,3033,3082,3466,3726,4301,4817,4244,3862,3834,4537,4523,3971,3179,2507,1637,NA,NA,NA,NA,14.1,65.8,20,8.4,NA,NA,997,NA
2009-09-01,61333,2730,2894,3025,3077,3450,3722,4284,4828,4251,3869,3827,4511,4548,3979,3180,2513,1643,NA,NA,NA,NA,14.1,65.8,20.1,8.4,NA,NA,1002,NA
2009-10-01,61339,2729,2891,3023,3076,3438,3718,4269,4838,4257,3878,3823,4482,4574,3984,3184,2518,1648,NA,NA,NA,NA,14.1,65.8,20.1,8.4,NA,NA,1007,NA
2009-11-01,61335,2730,2888,3018,3076,3428,3713,4254,4848,4262,3885,3818,4453,4597,3987,3188,2521,1652,NA,NA,NA,NA,14.1,65.8,20.2,8.5,NA,NA,1016,NA
2009-12-01,61323,2729,2884,3015,3075,3420,3711,4241,4852,4265,3890,3811,4426,4623,3980,3193,2525,1658,NA,NA,NA,NA,14.1,65.7,20.2,8.5,NA,NA,1025,NA
2010-01-01,61344,2731,2882,3014,3076,3416,3711,4231,4855,4273,3902,3808,4404,4654,3978,3195,2527,1659,NA,NA,NA,NA,14.1,65.7,20.2,8.5,NA,NA,1028,NA
2010-02-01,61312,2729,2875,3012,3072,3406,3705,4213,4849,4275,3903,3793,4382,4696,3948,3202,2541,1669,NA,NA,NA,NA,14.1,65.7,20.2,8.6,NA,NA,1043,NA
2010-03-01,61301,2731,2868,3014,3071,3397,3700,4199,4848,4276,3908,3788,4360,4715,3944,3204,2552,1676,NA,NA,NA,NA,14,65.7,20.3,8.6,NA,NA,1053,NA
2010-04-01,61296,2734,2863,3016,3069,3390,3696,4183,4845,4278,3913,3785,4339,4732,3935,3204,2560,1686,NA,NA,NA,NA,14.1,65.6,20.3,8.7,NA,NA,1068,NA
2010-05-01,61277,2735,2856,3014,3066,3381,3692,4167,4840,4283,3917,3784,4325,4748,3934,3209,2566,1690,NA,NA,NA,NA,14,65.6,20.3,8.7,NA,NA,1070,NA
2010-06-01,61267,2737,2848,3014,3064,3374,3688,4153,4839,4292,3923,3782,4311,4762,3933,3211,2571,1692,NA,NA,NA,NA,14,65.6,20.4,8.7,NA,NA,1073,NA
2010-07-01,61276,2740,2846,3014,3065,3367,3686,4141,4839,4300,3934,3781,4296,4783,3923,3216,2574,1695,NA,NA,NA,NA,14,65.6,20.4,8.7,NA,NA,1076,NA
2010-08-01,61289,2743,2841,3015,3065,3357,3685,4127,4838,4311,3948,3779,4277,4810,3914,3222,2578,1699,NA,NA,NA,NA,14,65.6,20.4,8.7,NA,NA,1080,NA
2010-09-01,61266,2742,2828,3011,3061,3345,3682,4114,4837,4313,3962,3774,4260,4831,3908,3224,2584,1705,NA,NA,NA,NA,14,65.6,20.4,8.8,NA,NA,1085,NA
2010-10-01,61576,2758,2836,3027,3075,3350,3696,4124,4862,4335,3997,3790,4263,4879,3918,3243,2606,1719,NA,NA,NA,NA,14,65.6,20.4,8.8,NA,NA,1099,NA
2010-11-01,61568,2759,2830,3030,3071,3339,3694,4113,4862,4331,4013,3786,4244,4903,3903,3244,2616,1723,NA,NA,NA,NA,14,65.5,20.5,8.8,NA,NA,1108,NA
2010-12-01,61560,2762,2824,3031,3070,3332,3693,4102,4858,4334,4023,3782,4224,4934,3877,3242,2626,1731,NA,NA,NA,NA,14,65.5,20.5,8.9,NA,NA,1115,NA
2011-01-01,61585,2766,2821,3035,3071,3327,3694,4092,4856,4349,4032,3783,4205,4968,3860,3246,2632,1730,NA,NA,NA,NA,14,65.6,20.4,8.9,NA,NA,1119,NA
2011-02-01,61546,2763,2815,3033,3068,3317,3690,4074,4847,4370,4015,3775,4176,5016,3816,3252,2645,1742,NA,NA,NA,NA,14,65.6,20.5,9,NA,NA,1134,NA
2011-03-01,61518,2761,2812,3030,3068,3309,3686,4059,4838,4390,4000,3769,4153,5046,3789,3258,2654,1748,NA,NA,NA,NA,14,65.5,20.5,9,NA,NA,1145,NA
2011-04-01,61499,2758,2811,3030,3066,3300,3684,4044,4831,4416,3984,3764,4136,5077,3760,3264,2657,1755,NA,NA,NA,NA,14,65.5,20.5,9.1,NA,NA,1161,NA
2011-05-01,61480,2757,2806,3026,3064,3293,3679,4030,4824,4442,3969,3765,4125,5103,3741,3270,2663,1758,NA,NA,NA,NA,14,65.5,20.5,9.1,NA,NA,1165,NA
2011-06-01,61467,2755,2803,3024,3064,3287,3674,4017,4818,4471,3957,3764,4114,5120,3728,3275,2666,1758,NA,NA,NA,NA,14,65.5,20.5,9.1,NA,NA,1170,NA
2011-07-01,61465,2690,2804,3010,3088,3180,3592,4055,4877,4551,3971,3778,4132,5191,3739,3282,2656,1743,NA,NA,NA,NA,13.8,65.8,20.4,9,NA,NA,1126,NA
2011-08-01,61475,2691,2802,3009,3090,3175,3587,4041,4871,4583,3965,3779,4117,5198,3735,3294,2661,1748,NA,NA,NA,NA,13.8,65.7,20.4,9,NA,NA,1130,NA
2011-09-01,61457,2689,2793,3005,3086,3167,3578,4028,4863,4612,3957,3780,4104,5199,3732,3308,2665,1753,NA,NA,NA,NA,13.8,65.7,20.5,9,NA,NA,1136,NA
2011-10-01,61453,2691,2788,3004,3086,3160,3570,4018,4855,4640,3950,3779,4095,5189,3738,3321,2670,1758,NA,NA,NA,NA,13.8,65.6,20.5,9.1,NA,NA,1142,NA
2011-11-01,61442,2689,2783,3003,3084,3156,3564,4008,4845,4666,3944,3775,4084,5178,3743,3334,2673,1761,NA,NA,NA,NA,13.8,65.6,20.6,9.1,NA,NA,1151,NA
2011-12-01,61433,2688,2780,3001,3083,3153,3560,3998,4835,4686,3943,3774,4070,5168,3746,3347,2677,1763,NA,NA,NA,NA,13.8,65.6,20.7,9.1,NA,NA,1161,NA
2012-01-01,61453,2687,2781,3001,3084,3154,3558,3990,4828,4703,3951,3779,4057,5170,3747,3360,2679,1761,NA,NA,NA,NA,13.8,65.5,20.7,9.1,NA,NA,1163,NA
